path,directory,file,suffix,size_bytes,kind,calculation,nat,ntyp,prefix,num_of_images,job_done,has_error_hint,error_hints,final_total_energy_Ry,n_total_energy_lines,neb_first_activation_forward_eV,neb_activation_overflow,neb_initial_path_length_bohr,classification,content_scan_limited,content_skipped_large
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1-2L_hetra_V1 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1-2L_hetra_V1 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.1_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.1_v2.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11990147.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11990147.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7454233.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7454233.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5_2-2L_hetra_V1_v5_surface_2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5_2-2L_hetra_V1_v5_surface_2.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7022195.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7022195.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+3 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+3 copy.xyz,.xyz,8652,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2.out,.out,5937896,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11879422.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11879422.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2-2L_hetra_V1_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2-2L_hetra_V1_v2.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7226932.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7226932.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.2_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.2_v2.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7042526.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7042526.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+5.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+5.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11856602.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11856602.out,.out,2196,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1.out,.out,151493,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11640899.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11640899.out,.out,2431,qe_output_unknown,,,,,,False,True,out of memory,,0,,False,,quarantine_or_restart_review,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11231714.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11231714.out,.out,963,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1 copy.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1 copy.in,.in,5919,relax,relax,81,3,v-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-17415660.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-17415660.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-12028638.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-12028638.out,.out,754,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11896869.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11896869.out,.out,2249,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5-2L_hetra_V1_v5_surface.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5-2L_hetra_V1_v5_surface.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+4.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+4.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3-2L_hetra_V1_v3 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3-2L_hetra_V1_v3 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0_v2.out,.out,4126027,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0.out,.out,2636746,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_v2.out,.out,6050958,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2_v2.out,.out,6058853,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5_2-2L_hetra_V1_v5_surface_2 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5_2-2L_hetra_V1_v5_surface_2 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-20597567.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-20597567.out,.out,2414,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11687477.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11687477.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3_v2.out,.out,6051404,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.2.out,.out,3166263,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11687474.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11687474.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4_v2.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4_v2.out,.out,5667790,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+3.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+3.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/0-2L_octo_V1 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,0-2L_octo_V1 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+3.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+3.out,.out,3737973,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4.in,.in,5916,relax,relax,81,3,v-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4_v2.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7310082.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7310082.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/4- 2L_hetra_V1_v4 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,4- 2L_hetra_V1_v4 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3-2L_hetra_V1_v3.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3-2L_hetra_V1_v3.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11987256.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11987256.out,.out,2205,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1-2L_hetra_V1.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1-2L_hetra_V1.xyz,.xyz,7185,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-11680221.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-11680221.out,.out,2249,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7129285.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7129285.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.1.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.1.out,.out,3050639,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/5.1.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,5.1.in,.in,5916,relax,relax,81,3,v-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7042355.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7042355.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7042525.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7042525.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3_v2.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3_v2.xyz,.xyz,8757,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/1_mod_vdwg+2-67.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,1_mod_vdwg+2-67.in,.in,3864,relax,relax,81,3,cs-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/3.in,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,3.in,.in,5917,relax,relax,81,3,v-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7022189.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7022189.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7059070.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7059070.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7073299.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7073299.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/slurm-7041168.out,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,slurm-7041168.out,.out,2103,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj/2-2L_hetra_V1_v2 copy.xyz,/scratch16/pclancy3/victor/Ba-Cs/caesium/Diffusion_Traj,2-2L_hetra_V1_v2 copy.xyz,.xyz,7184,structure_or_other,,,,,,False,False,,,0,,False,,structure_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped/scf.in,/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped,scf.in,.in,6397,scf,scf,81,3,cs1_mod+5-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped/1_mod_vdwg+5.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped,1_mod_vdwg+5.out,.out,6018370,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped/scf_1cs_mod+5.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped,scf_1cs_mod+5.out,.out,99729,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped/slurm-20583976.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+5_doped,slurm-20583976.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine/0.5Apris_scf.out,/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine,0.5Apris_scf.out,.out,98674,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine/0.5Apris_scf.in,/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine,0.5Apris_scf.in,.in,3762,scf,scf,80,2,cs0.5Apris-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine/slurm-16493957.out,/scratch16/pclancy3/victor/Ba-Cs/bands_0.5Apristine,slurm-16493957.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_pristine/pris_scf.in,/scratch16/pclancy3/victor/Ba-Cs/bands_pristine,pris_scf.in,.in,5810,scf,scf,80,2,cspris-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_pristine/slurm-16450269.out,/scratch16/pclancy3/victor/Ba-Cs/bands_pristine,slurm-16450269.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_pristine/pris_scf.out,/scratch16/pclancy3/victor/Ba-Cs/bands_pristine,pris_scf.out,.out,99250,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped/scf.in,/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped,scf.in,.in,6397,scf,scf,81,3,cs1_mod+3-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped/scf_1cs_mod+3.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped,scf_1cs_mod+3.out,.out,99763,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped/slurm-20583973.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped,slurm-20583973.out,.out,2169,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped/1_mod_vdwg+3.out,/scratch16/pclancy3/victor/Ba-Cs/bands_+3_doped,1_mod_vdwg+3.out,.out,3737973,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/4.out,/scratch16/pclancy3/victor/Ba-Cs/charged,4.out,.out,5954864,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/1_v2 copy.out,/scratch16/pclancy3/victor/Ba-Cs/charged,1_v2 copy.out,.out,6726595,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449812.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449812.out,.out,2249,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/2.in,/scratch16/pclancy3/victor/Ba-Cs/charged,2.in,.in,5941,relax,relax,81,3,cs2-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13556822.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13556822.out,.out,3302,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/1.in,/scratch16/pclancy3/victor/Ba-Cs/charged,1.in,.in,5972,relax,relax,81,3,cs1-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-14161305.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-14161305.out,.out,3301,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-14161304.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-14161304.out,.out,3301,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449810.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449810.out,.out,2196,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/5.2.in,/scratch16/pclancy3/victor/Ba-Cs/charged,5.2.in,.in,5894,relax,relax,81,3,cs5.2-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/0.in,/scratch16/pclancy3/victor/Ba-Cs/charged,0.in,.in,5936,relax,relax,81,3,cs0-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449811.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449811.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449813.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449813.out,.out,2249,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/3.out,/scratch16/pclancy3/victor/Ba-Cs/charged,3.out,.out,0,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13481020.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13481020.out,.out,2004,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449807.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449807.out,.out,2196,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/2.out,/scratch16/pclancy3/victor/Ba-Cs/charged,2.out,.out,5859377,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/1.out,/scratch16/pclancy3/victor/Ba-Cs/charged,1.out,.out,5906293,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/0.out,/scratch16/pclancy3/victor/Ba-Cs/charged,0.out,.out,6305360,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/1_v2.out,/scratch16/pclancy3/victor/Ba-Cs/charged,1_v2.out,.out,1573285,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/2_v2.out,/scratch16/pclancy3/victor/Ba-Cs/charged,2_v2.out,.out,6105227,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-15087221.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-15087221.out,.out,2361,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/5.2.out,/scratch16/pclancy3/victor/Ba-Cs/charged,5.2.out,.out,3412479,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,True,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-14870522.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-14870522.out,.out,2414,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-13449809.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-13449809.out,.out,2213,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/slurm-14870523.out,/scratch16/pclancy3/victor/Ba-Cs/charged,slurm-14870523.out,.out,2361,qe_output_unknown,,,,,,False,False,,,0,,False,,partial_or_unknown_qe_output,False,False
/scratch16/pclancy3/victor/Ba-Cs/charged/4.in,/scratch16/pclancy3/victor/Ba-Cs/charged,4.in,.in,5937,relax,relax,81,3,cs4-sb2te3,,False,False,,,0,,False,,qe_input_template_candidate,False,False
