site_id,raw_site_id,system_id,source_namespace,geometry,migrant_z_A,screening_energy_eV,z_rank_score,geometry_complexity_score,stability_score,qe_input_path,source_csv,source_sha256
joshitha_sites::joshitha_sites::unique_012,unique_012,joshitha_sites,joshitha_sites,cn7_te4,15.8707,-297.982605,0.017615,0.6,0.570324,results/interstitial_search/qe_inputs/unique_012/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_014,unique_014,joshitha_sites,joshitha_sites,cn7_te4,15.959,-300.251251,0.02269,0.6,0.923064,results/interstitial_search/qe_inputs/unique_014/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_015,unique_015,joshitha_sites,joshitha_sites,cn7_te4,16.2322,-296.860992,0.038392,0.6,0.39593,results/interstitial_search/qe_inputs/unique_015/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_016,unique_016,joshitha_sites,joshitha_sites,cn7_te4,15.5979,-296.993378,0.001937,0.6,0.416514,results/interstitial_search/qe_inputs/unique_016/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_017,unique_017,joshitha_sites,joshitha_sites,cn7_te4,16.1046,-298.248871,0.031058,0.6,0.611724,results/interstitial_search/qe_inputs/unique_017/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_040,unique_040,joshitha_sites,joshitha_sites,cn7_te3,19.5696,-296.009003,0.230202,0.6,0.263458,results/interstitial_search/qe_inputs/unique_040/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_041,unique_041,joshitha_sites,joshitha_sites,cn7_te3,19.4097,-297.862274,0.221012,0.6,0.551614,results/interstitial_search/qe_inputs/unique_041/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_042,unique_042,joshitha_sites,joshitha_sites,cn7_te3,19.8093,-300.410187,0.243978,0.6,0.947776,results/interstitial_search/qe_inputs/unique_042/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_043,unique_043,joshitha_sites,joshitha_sites,cn7_te3,19.1355,-299.660583,0.205253,0.6,0.831224,results/interstitial_search/qe_inputs/unique_043/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_044,unique_044,joshitha_sites,joshitha_sites,cn7_te3,18.075,-298.54248,0.144303,0.6,0.657376,results/interstitial_search/qe_inputs/unique_044/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_046,unique_046,joshitha_sites,joshitha_sites,cn7_te3,20.0793,-297.432617,0.259496,0.6,0.484809,results/interstitial_search/qe_inputs/unique_046/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_047,unique_047,joshitha_sites,joshitha_sites,cn7_te3,19.2547,-295.536896,0.212104,0.6,0.190053,results/interstitial_search/qe_inputs/unique_047/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_048,unique_048,joshitha_sites,joshitha_sites,cn7_te3,20.3535,-296.148315,0.275255,0.6,0.285119,results/interstitial_search/qe_inputs/unique_048/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_066,unique_066,joshitha_sites,joshitha_sites,cn10_te4,20.0315,-299.687744,0.256749,0.9,0.835447,results/interstitial_search/qe_inputs/unique_066/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_067,unique_067,joshitha_sites,joshitha_sites,cn10_te4,21.0405,-298.504028,0.314739,0.9,0.651397,results/interstitial_search/qe_inputs/unique_067/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_068,unique_068,joshitha_sites,joshitha_sites,cn10_te4,19.8298,-300.411346,0.245156,0.9,0.947957,results/interstitial_search/qe_inputs/unique_068/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_069,unique_069,joshitha_sites,joshitha_sites,cn10_te4,19.9887,-298.785614,0.254289,0.9,0.69518,results/interstitial_search/qe_inputs/unique_069/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_070,unique_070,joshitha_sites,joshitha_sites,cn6_te3,20.0016,-298.8638,0.25503,0.45,0.707336,results/interstitial_search/qe_inputs/unique_070/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_071,unique_071,joshitha_sites,joshitha_sites,cn7_te4,20.1486,-299.543915,0.263479,0.6,0.813084,results/interstitial_search/qe_inputs/unique_071/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_072,unique_072,joshitha_sites,joshitha_sites,cn7_te4,21.0379,-300.267242,0.314589,0.6,0.925551,results/interstitial_search/qe_inputs/unique_072/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_073,unique_073,joshitha_sites,joshitha_sites,cn7_te4,20.4036,-299.387817,0.278134,0.6,0.788813,results/interstitial_search/qe_inputs/unique_073/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_074,unique_074,joshitha_sites,joshitha_sites,cn7_te4,19.7685,-300.408752,0.241633,0.6,0.947553,results/interstitial_search/qe_inputs/unique_074/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_077,unique_077,joshitha_sites,joshitha_sites,cn7_te4,21.0609,-300.284821,0.315911,0.6,0.928284,results/interstitial_search/qe_inputs/unique_077/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_078,unique_078,joshitha_sites,joshitha_sites,cn7_te4,22.6371,-300.241516,0.4065,0.6,0.921551,results/interstitial_search/qe_inputs/unique_078/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_080,unique_080,joshitha_sites,joshitha_sites,cn7_te4,21.0911,-298.510803,0.317647,0.6,0.652451,results/interstitial_search/qe_inputs/unique_080/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_082,unique_082,joshitha_sites,joshitha_sites,cn7_te4,20.6324,-298.090668,0.291284,0.6,0.587126,results/interstitial_search/qe_inputs/unique_082/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_083,unique_083,joshitha_sites,joshitha_sites,cn7_te4,21.1325,-298.10733,0.320026,0.6,0.589717,results/interstitial_search/qe_inputs/unique_083/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_084,unique_084,joshitha_sites,joshitha_sites,cn7_te4,20.9198,-298.632416,0.307802,0.6,0.67136,results/interstitial_search/qe_inputs/unique_084/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_085,unique_085,joshitha_sites,joshitha_sites,cn7_te4,22.6124,-300.25415,0.405081,0.6,0.923515,results/interstitial_search/qe_inputs/unique_085/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_087,unique_087,joshitha_sites,joshitha_sites,cn7_te4,21.1144,-298.459015,0.318986,0.6,0.644398,results/interstitial_search/qe_inputs/unique_087/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_088,unique_088,joshitha_sites,joshitha_sites,cn7_te4,22.6325,-300.257721,0.406236,0.6,0.92407,results/interstitial_search/qe_inputs/unique_088/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_090,unique_090,joshitha_sites,joshitha_sites,cn7_te4,22.5997,-300.250519,0.404351,0.6,0.92295,results/interstitial_search/qe_inputs/unique_090/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_092,unique_092,joshitha_sites,joshitha_sites,cn7_te4,20.7976,-298.098602,0.300779,0.6,0.588359,results/interstitial_search/qe_inputs/unique_092/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_093,unique_093,joshitha_sites,joshitha_sites,cn7_te4,21.0732,-300.284882,0.316618,0.6,0.928293,results/interstitial_search/qe_inputs/unique_093/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_094,unique_094,joshitha_sites,joshitha_sites,cn7_te4,20.6978,-297.434052,0.295043,0.6,0.485032,results/interstitial_search/qe_inputs/unique_094/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_095,unique_095,joshitha_sites,joshitha_sites,cn7_te4,22.5228,-300.226166,0.399931,0.6,0.919164,results/interstitial_search/qe_inputs/unique_095/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_096,unique_096,joshitha_sites,joshitha_sites,cn6_te3,23.385,-297.830017,0.449484,0.45,0.546599,results/interstitial_search/qe_inputs/unique_096/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_097,unique_097,joshitha_sites,joshitha_sites,cn6_te3,20.0484,-298.789307,0.25772,0.45,0.695754,results/interstitial_search/qe_inputs/unique_097/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_098,unique_098,joshitha_sites,joshitha_sites,cn6_te3,22.5821,-300.253265,0.403339,0.45,0.923377,results/interstitial_search/qe_inputs/unique_098/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_099,unique_099,joshitha_sites,joshitha_sites,cn6_te3,24.0316,-297.24292,0.486646,0.45,0.455314,results/interstitial_search/qe_inputs/unique_099/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_100,unique_100,joshitha_sites,joshitha_sites,cn6_te3,20.816,-296.102539,0.301836,0.45,0.278002,results/interstitial_search/qe_inputs/unique_100/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_126,unique_126,joshitha_sites,joshitha_sites,cn6_te3,23.5626,-298.98761,0.459691,0.45,0.726587,results/interstitial_search/qe_inputs/unique_126/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_127,unique_127,joshitha_sites,joshitha_sites,cn6_te3,24.7261,-300.170868,0.526561,0.45,0.910566,results/interstitial_search/qe_inputs/unique_127/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_128,unique_128,joshitha_sites,joshitha_sites,cn6_te3,26.3632,-297.97879,0.62065,0.45,0.569731,results/interstitial_search/qe_inputs/unique_128/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_129,unique_129,joshitha_sites,joshitha_sites,cn6_te3,24.8323,-300.254822,0.532665,0.45,0.923619,results/interstitial_search/qe_inputs/unique_129/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_131,unique_131,joshitha_sites,joshitha_sites,cn7_te4,26.4654,-299.340881,0.626524,0.6,0.781515,results/interstitial_search/qe_inputs/unique_131/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_133,unique_133,joshitha_sites,joshitha_sites,cn7_te4,24.8781,-299.550873,0.535297,0.6,0.814166,results/interstitial_search/qe_inputs/unique_133/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_134,unique_134,joshitha_sites,joshitha_sites,cn7_te4,24.8025,-298.391663,0.530952,0.6,0.633926,results/interstitial_search/qe_inputs/unique_134/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_135,unique_135,joshitha_sites,joshitha_sites,cn7_te4,26.3701,-300.288086,0.621047,0.6,0.928791,results/interstitial_search/qe_inputs/unique_135/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_136,unique_136,joshitha_sites,joshitha_sites,cn7_te4,26.4872,-297.945282,0.627777,0.6,0.564521,results/interstitial_search/qe_inputs/unique_136/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_137,unique_137,joshitha_sites,joshitha_sites,cn7_te4,26.3668,-296.879822,0.620857,0.6,0.398857,results/interstitial_search/qe_inputs/unique_137/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_139,unique_139,joshitha_sites,joshitha_sites,cn7_te4,26.8127,-298.090668,0.646484,0.6,0.587126,results/interstitial_search/qe_inputs/unique_139/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_140,unique_140,joshitha_sites,joshitha_sites,cn7_te4,26.3127,-298.10733,0.617748,0.6,0.589717,results/interstitial_search/qe_inputs/unique_140/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_141,unique_141,joshitha_sites,joshitha_sites,cn7_te4,26.5254,-298.632355,0.629972,0.6,0.67135,results/interstitial_search/qe_inputs/unique_141/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_142,unique_142,joshitha_sites,joshitha_sites,cn7_te4,26.6713,-297.205017,0.638357,0.6,0.44942,results/interstitial_search/qe_inputs/unique_142/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_143,unique_143,joshitha_sites,joshitha_sites,cn7_te4,27.3546,-299.5513,0.677629,0.6,0.814232,results/interstitial_search/qe_inputs/unique_143/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_144,unique_144,joshitha_sites,joshitha_sites,cn7_te4,24.9804,-299.479004,0.541176,0.6,0.802991,results/interstitial_search/qe_inputs/unique_144/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_145,unique_145,joshitha_sites,joshitha_sites,cn7_te4,26.3756,-300.296722,0.621363,0.6,0.930134,results/interstitial_search/qe_inputs/unique_145/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_146,unique_146,joshitha_sites,joshitha_sites,cn7_te4,24.7938,-300.254761,0.530452,0.6,0.92361,results/interstitial_search/qe_inputs/unique_146/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_147,unique_147,joshitha_sites,joshitha_sites,cn7_te4,27.1934,-295.757721,0.668364,0.6,0.224388,results/interstitial_search/qe_inputs/unique_147/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_149,unique_149,joshitha_sites,joshitha_sites,cn7_te4,26.4928,-299.524292,0.628099,0.6,0.810033,results/interstitial_search/qe_inputs/unique_149/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_150,unique_150,joshitha_sites,joshitha_sites,cn7_te4,24.8287,-298.383972,0.532458,0.6,0.63273,results/interstitial_search/qe_inputs/unique_150/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_151,unique_151,joshitha_sites,joshitha_sites,cn7_te4,24.7815,-296.437653,0.529745,0.6,0.330107,results/interstitial_search/qe_inputs/unique_151/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_152,unique_152,joshitha_sites,joshitha_sites,cn7_te4,24.8107,-297.039886,0.531423,0.6,0.423745,results/interstitial_search/qe_inputs/unique_152/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_153,unique_153,joshitha_sites,joshitha_sites,cn7_te4,25.1067,-297.455597,0.548435,0.6,0.488382,results/interstitial_search/qe_inputs/unique_153/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_154,unique_154,joshitha_sites,joshitha_sites,cn7_te4,26.3756,-300.294861,0.621363,0.6,0.929845,results/interstitial_search/qe_inputs/unique_154/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_155,unique_155,joshitha_sites,joshitha_sites,cn7_te4,27.4437,-298.609924,0.68275,0.6,0.667862,results/interstitial_search/qe_inputs/unique_155/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_156,unique_156,joshitha_sites,joshitha_sites,cn7_te4,27.1268,-297.256683,0.664536,0.6,0.457454,results/interstitial_search/qe_inputs/unique_156/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_157,unique_157,joshitha_sites,joshitha_sites,cn7_te4,27.1811,-295.905792,0.667657,0.6,0.24741,results/interstitial_search/qe_inputs/unique_157/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_164,unique_164,joshitha_sites,joshitha_sites,cn7_te4,27.1735,-296.151794,0.66722,0.6,0.28566,results/interstitial_search/qe_inputs/unique_164/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_165,unique_165,joshitha_sites,joshitha_sites,cn7_te4,27.8224,-296.882751,0.704514,0.6,0.399313,results/interstitial_search/qe_inputs/unique_165/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_166,unique_166,joshitha_sites,joshitha_sites,cn7_te3,27.6309,-300.413086,0.693508,0.6,0.948227,results/interstitial_search/qe_inputs/unique_166/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_167,unique_167,joshitha_sites,joshitha_sites,cn7_te4,27.3759,-299.083801,0.678853,0.6,0.741543,results/interstitial_search/qe_inputs/unique_167/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_168,unique_168,joshitha_sites,joshitha_sites,cn7_te4,27.1573,-297.21933,0.666289,0.6,0.451646,results/interstitial_search/qe_inputs/unique_168/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_169,unique_169,joshitha_sites,joshitha_sites,cn7_te4,27.6185,-300.375854,0.692796,0.6,0.942438,results/interstitial_search/qe_inputs/unique_169/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_173,unique_173,joshitha_sites,joshitha_sites,cn9_te4,27.6104,-300.413849,0.69233,0.5,0.948346,results/interstitial_search/qe_inputs/unique_173/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_174,unique_174,joshitha_sites,joshitha_sites,cn9_te4,27.5527,-299.131744,0.689014,0.5,0.748998,results/interstitial_search/qe_inputs/unique_174/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_175,unique_175,joshitha_sites,joshitha_sites,cn9_te4,27.7177,-298.753998,0.698497,0.5,0.690264,results/interstitial_search/qe_inputs/unique_175/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
