path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_143,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_143,cn7_te3,cn7_te4,7.785,7.785,-3.542297,0.0,in_gap_or_open_channel_candidate,0.250383,0.803779,0.600735
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_144,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_144,cn7_te3,cn7_te4,5.4108,5.4108,-3.470001,0.0,in_gap_or_open_channel_candidate,0.207076,0.770852,0.547945
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_145,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_145,cn7_te3,cn7_te4,6.806,6.806,-4.287719,0.0,in_gap_or_open_channel_candidate,0.257946,0.777491,0.541472
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_146,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_146,cn7_te3,cn7_te4,5.2242,5.2242,-4.245758,0.0,in_gap_or_open_channel_candidate,0.229297,0.755452,0.506001
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_147,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_147,cn7_te3,cn7_te4,7.6238,7.6238,0.251282,0.0,in_gap_or_open_channel_candidate,0.139688,0.855421,0.756088
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_149,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_149,cn7_te3,cn7_te4,6.9232,6.9232,-3.515289,0.0,in_gap_or_open_channel_candidate,0.234638,0.79184,0.58161
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_150,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_150,cn7_te3,cn7_te4,5.2591,5.2591,-2.374969,0.0,in_gap_or_open_channel_candidate,0.168554,0.786625,0.597312
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_151,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_151,cn7_te3,cn7_te4,5.2119,5.2119,-0.42865,0.0,in_gap_or_open_channel_candidate,0.103919,0.817858,0.690329
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_152,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_152,cn7_te3,cn7_te4,5.2411,5.2411,-1.030883,0.0,in_gap_or_open_channel_candidate,0.12417,0.808404,0.661894
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_153,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_153,cn7_te3,cn7_te4,5.5371,5.5371,-1.446594,0.0,in_gap_or_open_channel_candidate,0.142905,0.805841,0.648805
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_154,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_154,cn7_te3,cn7_te4,6.806,6.806,-4.285858,0.0,in_gap_or_open_channel_candidate,0.257885,0.777522,0.541562
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_155,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_155,cn7_te3,cn7_te4,7.8741,7.8741,-2.600921,0.0,in_gap_or_open_channel_candidate,0.22105,0.820494,0.648379
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_156,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_156,cn7_te3,cn7_te4,7.5572,7.5572,-1.24768,0.0,in_gap_or_open_channel_candidate,0.171213,0.838127,0.706317
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_157,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_157,cn7_te3,cn7_te4,7.6115,7.6115,0.103211,0.0,in_gap_or_open_channel_candidate,0.134621,0.857672,0.762958
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_164,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_164,cn7_te3,cn7_te4,7.6039,7.6039,-0.142791,0.0,in_gap_or_open_channel_candidate,0.135788,0.856913,0.760864
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_167,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_167,cn7_te3,cn7_te4,7.8063,7.8063,-3.074798,0.0,in_gap_or_open_channel_candidate,0.23542,0.81175,0.623852
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_168,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_168,cn7_te3,cn7_te4,7.5877,7.5877,-1.210327,0.0,in_gap_or_open_channel_candidate,0.170514,0.839178,0.708847
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_174,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_174,cn7_te3,cn9_te4,7.9831,7.9831,-3.122741,-0.1,in_gap_or_open_channel_candidate,0.290041,0.748504,0.596474
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_183,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_183,cn7_te3,cn7_te3,7.3525,7.3525,-1.587646,0.0,in_gap_or_open_channel_candidate,0.178831,0.829612,0.685021
joshitha_sites::joshitha_sites::unique_040__to__joshitha_sites::joshitha_sites::unique_184,joshitha_sites,joshitha_sites::joshitha_sites::unique_040,joshitha_sites::joshitha_sites::unique_184,cn7_te3,cn7_te3,7.8691,7.8691,-3.75,0.0,in_gap_or_open_channel_candidate,0.258643,0.801582,0.592683
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_044,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_044,cn7_te3,cn7_te3,-1.3347,1.3347,-0.680206,0.0,in_gap_or_open_channel_candidate,0.045317,0.758025,0.586243
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_046,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_046,cn7_te3,cn7_te3,0.6696,0.6696,0.429657,0.0,in_gap_or_open_channel_candidate,0.025634,0.752577,0.582594
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_048,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_048,cn7_te3,cn7_te3,0.9438,0.9438,1.713959,0.0,in_gap_or_open_channel_candidate,0.072475,0.73546,0.526977
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_066,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_066,cn7_te3,cn10_te4,0.6218,0.6218,-1.82547,0.3,mixed_transition_candidate,0.22058,0.534005,0.4262
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_067,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_067,cn7_te3,cn10_te4,1.6308,1.6308,-0.641754,0.3,mixed_transition_candidate,0.199162,0.56791,0.507373
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_068,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_068,cn7_te3,cn10_te4,0.4201,0.4201,-2.549072,0.3,mixed_transition_candidate,0.240829,0.519243,0.38642
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_069,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_069,cn7_te3,cn10_te4,0.579,0.579,-0.92334,0.3,mixed_transition_candidate,0.19026,0.548181,0.468818
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_070,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_070,cn7_te3,cn6_te3,0.5919,0.5919,-1.001526,-0.15,in_gap_or_open_channel_candidate,0.118046,0.644584,0.509217
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_071,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_071,cn7_te3,cn7_te4,0.7389,0.7389,-1.681641,0.0,in_gap_or_open_channel_candidate,0.067882,0.733046,0.523683
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_072,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_072,cn7_te3,cn7_te4,1.6282,1.6282,-2.404968,0.0,in_gap_or_open_channel_candidate,0.106934,0.733964,0.509781
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_073,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_073,cn7_te3,cn7_te4,0.9939,0.9939,-1.525543,0.0,in_gap_or_open_channel_candidate,0.06716,0.739269,0.537278
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_077,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_077,cn7_te3,cn7_te4,1.6512,1.6512,-2.422547,0.0,in_gap_or_open_channel_candidate,0.107907,0.734006,0.509476
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_078,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_078,cn7_te3,cn7_te4,3.2274,3.2274,-2.379242,0.0,in_gap_or_open_channel_candidate,0.133664,0.757363,0.548938
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_080,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_080,cn7_te3,cn7_te4,1.6814,1.6814,-0.648529,0.0,in_gap_or_open_channel_candidate,0.050256,0.763526,0.595995
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_082,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_082,cn7_te3,cn7_te4,1.2227,1.2227,-0.228394,0.0,in_gap_or_open_channel_candidate,0.028571,0.763823,0.605441
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_083,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_083,cn7_te3,cn7_te4,1.7228,1.7228,-0.245056,0.0,in_gap_or_open_channel_candidate,0.03774,0.770736,0.616491
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_084,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_084,cn7_te3,cn7_te4,1.5101,1.5101,-0.770142,0.0,in_gap_or_open_channel_candidate,0.051291,0.759071,0.586052
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_085,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_085,cn7_te3,cn7_te4,3.2027,3.2027,-2.391876,0.0,in_gap_or_open_channel_candidate,0.133652,0.756801,0.547742
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_087,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_087,cn7_te3,cn7_te4,1.7047,1.7047,-0.596741,0.0,in_gap_or_open_channel_candidate,0.04896,0.76471,0.599052
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_088,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_088,cn7_te3,cn7_te4,3.2228,3.2228,-2.395447,0.0,in_gap_or_open_channel_candidate,0.134116,0.757032,0.548046
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_090,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_090,cn7_te3,cn7_te4,3.19,3.19,-2.388245,0.0,in_gap_or_open_channel_candidate,0.133314,0.756678,0.547616
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_092,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_092,cn7_te3,cn7_te4,1.3879,1.3879,-0.236328,0.0,in_gap_or_open_channel_candidate,0.031679,0.766067,0.608973
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_093,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_093,cn7_te3,cn7_te4,1.6635,1.6635,-2.422608,0.0,in_gap_or_open_channel_candidate,0.108121,0.734182,0.509765
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_094,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_094,cn7_te3,cn7_te4,1.2881,1.2881,0.428222,0.0,in_gap_or_open_channel_candidate,0.036251,0.761487,0.597326
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_095,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_095,cn7_te3,cn7_te4,3.1131,3.1131,-2.363892,0.0,in_gap_or_open_channel_candidate,0.13119,0.755973,0.546971
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_096,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_096,cn7_te3,cn6_te3,3.9753,3.9753,0.032257,-0.15,in_gap_or_open_channel_candidate,0.144599,0.709089,0.63631
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_097,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_097,cn7_te3,cn6_te3,0.6387,0.6387,-0.927033,-0.15,in_gap_or_open_channel_candidate,0.116411,0.646478,0.51393
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_098,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_098,cn7_te3,cn6_te3,3.1724,3.1724,-2.390991,-0.15,in_gap_or_open_channel_candidate,0.208101,0.658881,0.503191
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_099,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_099,cn7_te3,cn6_te3,4.6219,4.6219,0.619354,-0.15,in_gap_or_open_channel_candidate,0.174999,0.708754,0.623243
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_100,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_100,cn7_te3,cn6_te3,1.4063,1.4063,1.759735,-0.15,in_gap_or_open_channel_candidate,0.15695,0.643854,0.491853
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_126,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_126,cn7_te3,cn6_te3,4.1529,4.1529,-1.125336,-0.15,in_gap_or_open_channel_candidate,0.183504,0.693719,0.587652
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_127,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_127,cn7_te3,cn6_te3,5.3164,5.3164,-2.308594,-0.15,in_gap_or_open_channel_candidate,0.242365,0.691037,0.558006
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_128,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_128,cn7_te3,cn6_te3,6.9535,6.9535,-0.116516,-0.15,in_gap_or_open_channel_candidate,0.198712,0.750499,0.70284
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_129,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_129,cn7_te3,cn6_te3,5.4226,5.4226,-2.392548,-0.15,in_gap_or_open_channel_candidate,0.246949,0.691186,0.556463
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_131,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_131,cn7_te3,cn7_te4,7.0557,7.0557,-1.478607,0.0,in_gap_or_open_channel_candidate,0.170138,0.827136,0.683259
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_133,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_133,cn7_te3,cn7_te4,5.4684,5.4684,-1.688599,0.0,in_gap_or_open_channel_candidate,0.149656,0.800886,0.635471
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_134,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_134,cn7_te3,cn7_te4,5.3928,5.3928,-0.529389,0.0,in_gap_or_open_channel_candidate,0.110341,0.818805,0.689746
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_135,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_135,cn7_te3,cn7_te4,6.9604,6.9604,-2.425812,0.0,in_gap_or_open_channel_candidate,0.199555,0.810236,0.635186
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_136,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_136,cn7_te3,cn7_te4,7.0775,7.0775,-0.083008,0.0,in_gap_or_open_channel_candidate,0.124751,0.85033,0.751276
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_137,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_137,cn7_te3,cn7_te4,6.9571,6.9571,0.982452,0.0,in_gap_or_open_channel_candidate,0.152169,0.833854,0.704918
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_139,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_139,cn7_te3,cn7_te4,7.403,7.403,-0.228394,0.0,in_gap_or_open_channel_candidate,0.135131,0.852623,0.751961
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_140,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_140,cn7_te3,cn7_te4,6.903,6.903,-0.245056,0.0,in_gap_or_open_channel_candidate,0.127056,0.845166,0.739301
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_141,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_141,cn7_te3,cn7_te4,7.1157,7.1157,-0.770081,0.0,in_gap_or_open_channel_candidate,0.14794,0.839614,0.71895
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_142,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_142,cn7_te3,cn7_te4,7.2616,7.2616,0.657257,0.0,in_gap_or_open_channel_candidate,0.146756,0.84356,0.727866
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_143,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_143,cn7_te3,cn7_te4,7.9449,7.9449,-1.689026,0.0,in_gap_or_open_channel_candidate,0.192369,0.836462,0.694162
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_144,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_144,cn7_te3,cn7_te4,5.5707,5.5707,-1.61673,0.0,in_gap_or_open_channel_candidate,0.149063,0.803534,0.641372
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_145,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_145,cn7_te3,cn7_te4,6.9659,6.9659,-2.434448,0.0,in_gap_or_open_channel_candidate,0.199933,0.810174,0.634899
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_146,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_146,cn7_te3,cn7_te4,5.3841,5.3841,-2.392487,0.0,in_gap_or_open_channel_candidate,0.171284,0.788134,0.599428
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_147,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_147,cn7_te3,cn7_te4,7.7837,7.7837,2.104553,0.0,in_gap_or_open_channel_candidate,0.203216,0.827333,0.670243
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_149,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_149,cn7_te3,cn7_te4,7.0831,7.0831,-1.662018,0.0,in_gap_or_open_channel_candidate,0.176625,0.824522,0.675037
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_150,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_150,cn7_te3,cn7_te4,5.419,5.419,-0.521698,0.0,in_gap_or_open_channel_candidate,0.110541,0.819308,0.690739
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_151,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_151,cn7_te3,cn7_te4,5.3718,5.3718,1.424621,0.0,in_gap_or_open_channel_candidate,0.139334,0.803826,0.645949
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_152,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_152,cn7_te3,cn7_te4,5.401,5.401,0.822388,0.0,in_gap_or_open_channel_candidate,0.12009,0.814119,0.675769
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_153,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_153,cn7_te3,cn7_te4,5.697,5.697,0.406677,0.0,in_gap_or_open_channel_candidate,0.111562,0.825188,0.702893
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_154,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_154,cn7_te3,cn7_te4,6.9659,6.9659,-2.432587,0.0,in_gap_or_open_channel_candidate,0.199872,0.810204,0.634989
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_156,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_156,cn7_te3,cn7_te4,7.7171,7.7171,0.605591,0.0,in_gap_or_open_channel_candidate,0.152915,0.850952,0.741163
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_157,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_157,cn7_te3,cn7_te4,7.7714,7.7714,1.956482,0.0,in_gap_or_open_channel_candidate,0.198148,0.829584,0.677113
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_164,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_164,cn7_te3,cn7_te4,7.7638,7.7638,1.71048,0.0,in_gap_or_open_channel_candidate,0.18995,0.833508,0.688831
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_167,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_167,cn7_te3,cn7_te4,7.9662,7.9662,-1.221527,0.0,in_gap_or_open_channel_candidate,0.177407,0.844433,0.717278
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_168,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_168,cn7_te3,cn7_te4,7.7476,7.7476,0.642944,0.0,in_gap_or_open_channel_candidate,0.154666,0.850778,0.74008
joshitha_sites::joshitha_sites::unique_041__to__joshitha_sites::joshitha_sites::unique_183,joshitha_sites,joshitha_sites::joshitha_sites::unique_041,joshitha_sites::joshitha_sites::unique_183,cn7_te3,cn7_te3,7.5124,7.5124,0.265625,0.0,in_gap_or_open_channel_candidate,0.138238,0.853585,0.752753
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_043,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_043,cn7_te3,cn7_te3,-0.6738,0.6738,0.749604,0.0,in_gap_or_open_channel_candidate,0.036198,0.747391,0.567219
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_044,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_044,cn7_te3,cn7_te3,-1.7343,1.7343,1.867707,0.0,in_gap_or_open_channel_candidate,0.091146,0.744297,0.538282
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_047,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_047,cn7_te3,cn7_te3,-0.5546,0.5546,4.873291,0.0,in_gap_or_open_channel_candidate,0.169361,0.678069,0.364945
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_048,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_048,cn7_te3,cn7_te3,0.5442,0.5442,4.261872,0.0,in_gap_or_open_channel_candidate,0.149133,0.687944,0.39427
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_067,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_067,cn7_te3,cn10_te4,1.2312,1.2312,1.906159,0.3,mixed_transition_candidate,0.233733,0.541438,0.436745
joshitha_sites::joshitha_sites::unique_042__to__joshitha_sites::joshitha_sites::unique_072,joshitha_sites,joshitha_sites::joshitha_sites::unique_042,joshitha_sites::joshitha_sites::unique_072,cn7_te3,cn7_te4,1.2286,1.2286,0.142945,0.0,in_gap_or_open_channel_candidate,0.025871,0.765309,0.609713
