site_id,geometry,migrant_z_A,screening_energy_eV,z_rank_score,geometry_complexity_score,stability_score,qe_input_path,source_csv,source_sha256
unique_070,cn6_te3,20.0016,-298.8638,0.25503,0.45,0.707336,results/interstitial_search/qe_inputs/unique_070/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_071,cn7_te4,20.1486,-299.543915,0.263479,0.6,0.813084,results/interstitial_search/qe_inputs/unique_071/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_072,cn7_te4,21.0379,-300.267242,0.314589,0.6,0.925551,results/interstitial_search/qe_inputs/unique_072/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_073,cn7_te4,20.4036,-299.387817,0.278134,0.6,0.788813,results/interstitial_search/qe_inputs/unique_073/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_074,cn7_te4,19.7685,-300.408752,0.241633,0.6,0.947553,results/interstitial_search/qe_inputs/unique_074/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_077,cn7_te4,21.0609,-300.284821,0.315911,0.6,0.928284,results/interstitial_search/qe_inputs/unique_077/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_078,cn7_te4,22.6371,-300.241516,0.4065,0.6,0.921551,results/interstitial_search/qe_inputs/unique_078/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_080,cn7_te4,21.0911,-298.510803,0.317647,0.6,0.652451,results/interstitial_search/qe_inputs/unique_080/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_082,cn7_te4,20.6324,-298.090668,0.291284,0.6,0.587126,results/interstitial_search/qe_inputs/unique_082/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_083,cn7_te4,21.1325,-298.10733,0.320026,0.6,0.589717,results/interstitial_search/qe_inputs/unique_083/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_084,cn7_te4,20.9198,-298.632416,0.307802,0.6,0.67136,results/interstitial_search/qe_inputs/unique_084/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_085,cn7_te4,22.6124,-300.25415,0.405081,0.6,0.923515,results/interstitial_search/qe_inputs/unique_085/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_087,cn7_te4,21.1144,-298.459015,0.318986,0.6,0.644398,results/interstitial_search/qe_inputs/unique_087/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_088,cn7_te4,22.6325,-300.257721,0.406236,0.6,0.92407,results/interstitial_search/qe_inputs/unique_088/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_090,cn7_te4,22.5997,-300.250519,0.404351,0.6,0.92295,results/interstitial_search/qe_inputs/unique_090/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_092,cn7_te4,20.7976,-298.098602,0.300779,0.6,0.588359,results/interstitial_search/qe_inputs/unique_092/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_093,cn7_te4,21.0732,-300.284882,0.316618,0.6,0.928293,results/interstitial_search/qe_inputs/unique_093/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_094,cn7_te4,20.6978,-297.434052,0.295043,0.6,0.485032,results/interstitial_search/qe_inputs/unique_094/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_095,cn7_te4,22.5228,-300.226166,0.399931,0.6,0.919164,results/interstitial_search/qe_inputs/unique_095/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_096,cn6_te3,23.385,-297.830017,0.449484,0.45,0.546599,results/interstitial_search/qe_inputs/unique_096/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_097,cn6_te3,20.0484,-298.789307,0.25772,0.45,0.695754,results/interstitial_search/qe_inputs/unique_097/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_098,cn6_te3,22.5821,-300.253265,0.403339,0.45,0.923377,results/interstitial_search/qe_inputs/unique_098/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_099,cn6_te3,24.0316,-297.24292,0.486646,0.45,0.455314,results/interstitial_search/qe_inputs/unique_099/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_100,cn6_te3,20.816,-296.102539,0.301836,0.45,0.278002,results/interstitial_search/qe_inputs/unique_100/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_126,cn6_te3,23.5626,-298.98761,0.459691,0.45,0.726587,results/interstitial_search/qe_inputs/unique_126/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_127,cn6_te3,24.7261,-300.170868,0.526561,0.45,0.910566,results/interstitial_search/qe_inputs/unique_127/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_128,cn6_te3,26.3632,-297.97879,0.62065,0.45,0.569731,results/interstitial_search/qe_inputs/unique_128/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_129,cn6_te3,24.8323,-300.254822,0.532665,0.45,0.923619,results/interstitial_search/qe_inputs/unique_129/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_131,cn7_te4,26.4654,-299.340881,0.626524,0.6,0.781515,results/interstitial_search/qe_inputs/unique_131/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_133,cn7_te4,24.8781,-299.550873,0.535297,0.6,0.814166,results/interstitial_search/qe_inputs/unique_133/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_134,cn7_te4,24.8025,-298.391663,0.530952,0.6,0.633926,results/interstitial_search/qe_inputs/unique_134/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_135,cn7_te4,26.3701,-300.288086,0.621047,0.6,0.928791,results/interstitial_search/qe_inputs/unique_135/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_136,cn7_te4,26.4872,-297.945282,0.627777,0.6,0.564521,results/interstitial_search/qe_inputs/unique_136/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_137,cn7_te4,26.3668,-296.879822,0.620857,0.6,0.398857,results/interstitial_search/qe_inputs/unique_137/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_139,cn7_te4,26.8127,-298.090668,0.646484,0.6,0.587126,results/interstitial_search/qe_inputs/unique_139/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_140,cn7_te4,26.3127,-298.10733,0.617748,0.6,0.589717,results/interstitial_search/qe_inputs/unique_140/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_141,cn7_te4,26.5254,-298.632355,0.629972,0.6,0.67135,results/interstitial_search/qe_inputs/unique_141/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_142,cn7_te4,26.6713,-297.205017,0.638357,0.6,0.44942,results/interstitial_search/qe_inputs/unique_142/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_143,cn7_te4,27.3546,-299.5513,0.677629,0.6,0.814232,results/interstitial_search/qe_inputs/unique_143/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_144,cn7_te4,24.9804,-299.479004,0.541176,0.6,0.802991,results/interstitial_search/qe_inputs/unique_144/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_145,cn7_te4,26.3756,-300.296722,0.621363,0.6,0.930134,results/interstitial_search/qe_inputs/unique_145/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_146,cn7_te4,24.7938,-300.254761,0.530452,0.6,0.92361,results/interstitial_search/qe_inputs/unique_146/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_147,cn7_te4,27.1934,-295.757721,0.668364,0.6,0.224388,results/interstitial_search/qe_inputs/unique_147/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_149,cn7_te4,26.4928,-299.524292,0.628099,0.6,0.810033,results/interstitial_search/qe_inputs/unique_149/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_150,cn7_te4,24.8287,-298.383972,0.532458,0.6,0.63273,results/interstitial_search/qe_inputs/unique_150/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_151,cn7_te4,24.7815,-296.437653,0.529745,0.6,0.330107,results/interstitial_search/qe_inputs/unique_151/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_152,cn7_te4,24.8107,-297.039886,0.531423,0.6,0.423745,results/interstitial_search/qe_inputs/unique_152/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_153,cn7_te4,25.1067,-297.455597,0.548435,0.6,0.488382,results/interstitial_search/qe_inputs/unique_153/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_154,cn7_te4,26.3756,-300.294861,0.621363,0.6,0.929845,results/interstitial_search/qe_inputs/unique_154/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_155,cn7_te4,27.4437,-298.609924,0.68275,0.6,0.667862,results/interstitial_search/qe_inputs/unique_155/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_156,cn7_te4,27.1268,-297.256683,0.664536,0.6,0.457454,results/interstitial_search/qe_inputs/unique_156/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_157,cn7_te4,27.1811,-295.905792,0.667657,0.6,0.24741,results/interstitial_search/qe_inputs/unique_157/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_164,cn7_te4,27.1735,-296.151794,0.66722,0.6,0.28566,results/interstitial_search/qe_inputs/unique_164/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_165,cn7_te4,27.8224,-296.882751,0.704514,0.6,0.399313,results/interstitial_search/qe_inputs/unique_165/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_166,cn7_te3,27.6309,-300.413086,0.693508,0.6,0.948227,results/interstitial_search/qe_inputs/unique_166/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_167,cn7_te4,27.3759,-299.083801,0.678853,0.6,0.741543,results/interstitial_search/qe_inputs/unique_167/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_168,cn7_te4,27.1573,-297.21933,0.666289,0.6,0.451646,results/interstitial_search/qe_inputs/unique_168/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_169,cn7_te4,27.6185,-300.375854,0.692796,0.6,0.942438,results/interstitial_search/qe_inputs/unique_169/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_173,cn9_te4,27.6104,-300.413849,0.69233,0.5,0.948346,results/interstitial_search/qe_inputs/unique_173/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_174,cn9_te4,27.5527,-299.131744,0.689014,0.5,0.748998,results/interstitial_search/qe_inputs/unique_174/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_175,cn9_te4,27.7177,-298.753998,0.698497,0.5,0.690264,results/interstitial_search/qe_inputs/unique_175/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_183,cn7_te3,26.9221,-297.596649,0.652772,0.6,0.510313,results/interstitial_search/qe_inputs/unique_183/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_184,cn7_te3,27.4387,-299.759003,0.682462,0.6,0.846527,results/interstitial_search/qe_inputs/unique_184/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_185,cn7_te3,27.9041,-297.369171,0.70921,0.6,0.474944,results/interstitial_search/qe_inputs/unique_185/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_186,cn7_te3,27.6578,-294.314575,0.695054,0.6,0.0,results/interstitial_search/qe_inputs/unique_186/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_193,cn9_te4,30.2069,-300.348877,0.841559,0.5,0.938244,results/interstitial_search/qe_inputs/unique_193/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_194,cn7_te3,30.5032,-298.749451,0.858588,0.6,0.689557,results/interstitial_search/qe_inputs/unique_194/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_195,cn7_te3,30.5613,-295.994171,0.861927,0.6,0.261152,results/interstitial_search/qe_inputs/unique_195/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_196,cn7_te3,30.4572,-295.449097,0.855944,0.6,0.176401,results/interstitial_search/qe_inputs/unique_196/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_197,cn7_te3,30.193,-300.350189,0.84076,0.6,0.938448,results/interstitial_search/qe_inputs/unique_197/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_198,cn7_te3,29.7897,-296.986176,0.817581,0.6,0.415394,results/interstitial_search/qe_inputs/unique_198/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_213,cn7_te3,31.3529,-297.749908,0.907423,0.6,0.534143,results/interstitial_search/qe_inputs/unique_213/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_214,cn7_te3,30.6926,-297.830444,0.869473,0.6,0.546665,results/interstitial_search/qe_inputs/unique_214/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_215,cn7_te3,31.4834,-300.252899,0.914923,0.6,0.92332,results/interstitial_search/qe_inputs/unique_215/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_216,cn7_te3,30.6399,-299.57959,0.866444,0.6,0.818631,results/interstitial_search/qe_inputs/unique_216/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_218,cn7_te4,31.6047,-297.873688,0.921894,0.6,0.553389,results/interstitial_search/qe_inputs/unique_218/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_219,cn7_te4,32.2312,-297.186523,0.957901,0.6,0.446545,results/interstitial_search/qe_inputs/unique_219/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_221,cn7_te4,31.5745,-297.982574,0.920159,0.6,0.570319,results/interstitial_search/qe_inputs/unique_221/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_223,cn7_te4,31.858,-298.487335,0.936452,0.6,0.648802,results/interstitial_search/qe_inputs/unique_223/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_224,cn7_te4,31.4493,-297.984802,0.912963,0.6,0.570665,results/interstitial_search/qe_inputs/unique_224/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_225,cn7_te4,31.5122,-297.765076,0.916578,0.6,0.536501,results/interstitial_search/qe_inputs/unique_225/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_226,cn7_te4,31.4639,-297.246094,0.913802,0.6,0.455807,results/interstitial_search/qe_inputs/unique_226/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_227,cn7_te4,31.5223,-300.25589,0.917159,0.6,0.923785,results/interstitial_search/qe_inputs/unique_227/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_229,cn7_te4,31.7708,-299.301971,0.931441,0.6,0.775465,results/interstitial_search/qe_inputs/unique_229/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_230,cn7_te4,30.6644,-299.643219,0.867853,0.6,0.828524,results/interstitial_search/qe_inputs/unique_230/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_231,cn7_te4,31.6821,-296.855377,0.926343,0.6,0.395057,results/interstitial_search/qe_inputs/unique_231/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_232,cn7_te4,32.9637,-296.427429,1.0,0.6,0.328517,results/interstitial_search/qe_inputs/unique_232/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_233,cn7_te4,31.5077,-300.25824,0.916319,0.6,0.924151,results/interstitial_search/qe_inputs/unique_233/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_234,cn7_te4,32.1101,-296.399292,0.950941,0.6,0.324142,results/interstitial_search/qe_inputs/unique_234/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_235,cn7_te4,32.43,-295.211914,0.969327,0.6,0.139523,results/interstitial_search/qe_inputs/unique_235/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_236,cn7_te4,31.08,-295.954529,0.891738,0.6,0.254988,results/interstitial_search/qe_inputs/unique_236/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_237,cn7_te4,30.4148,-297.192657,0.853507,0.6,0.447499,results/interstitial_search/qe_inputs/unique_237/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_238,cn7_te4,31.4702,-300.240417,0.914164,0.6,0.92138,results/interstitial_search/qe_inputs/unique_238/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_239,cn7_te4,32.695,-298.916748,0.984557,0.6,0.715569,results/interstitial_search/qe_inputs/unique_239/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_240,cn7_te4,30.8873,-298.051605,0.880663,0.6,0.581052,results/interstitial_search/qe_inputs/unique_240/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
unique_241,cn7_te4,32.2341,-295.288574,0.958068,0.6,0.151442,results/interstitial_search/qe_inputs/unique_241/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
