time_fs,Jx,Jy,Jz,J_magnitude
1345.0,8.068101294352475e-08,-4.934580613432457e-07,-3.974709308190156e-07,6.387436301055082e-07
1350.0,-6.162308793847007e-08,-5.737964272585359e-07,-4.2443288492914017e-07,7.163679352895448e-07
1355.0,-2.3582571582160096e-08,-6.515490202060178e-07,-3.538941957736846e-07,7.418310894106235e-07
1360.0,-8.673652828023896e-08,-5.95722411040732e-07,-4.085417403677891e-07,7.275402188037673e-07
1365.0,-8.990903501216557e-08,-4.959432269271096e-07,-4.1210901099120135e-07,6.51058488810214e-07
1370.0,-5.146180491992952e-08,-3.9917374795464725e-07,-3.6922529028156306e-07,5.461824909362086e-07
1375.0,-1.0395241765162469e-07,-3.655271184431117e-07,-2.0218183759407084e-07,4.3045751811979963e-07
1379.9999999999998,-1.7509866584237646e-07,-4.3660764200101396e-07,-1.2069883252755265e-07,4.856480042242323e-07
1385.0,-1.522616115071013e-07,-4.4765161914311756e-07,-1.803207843709659e-07,5.060544987808671e-07
1389.9999999999998,-1.0197182591594985e-07,-4.538648521464782e-07,2.5751587438161493e-08,4.658912979978941e-07
1395.0,1.8671516219963043e-08,-4.1450207946849973e-07,8.58597542914312e-08,4.2371275270948327e-07
1400.0000000000002,3.391340399724241e-09,-3.9608600233604386e-07,3.613756820281899e-08,3.9774557982694003e-07
1405.0,1.456974792699005e-07,-3.417215344928501e-07,-7.943692963515147e-09,3.715702690738992e-07
1410.0000000000002,1.1452293455892967e-07,-2.5518467056224854e-07,1.835794878917909e-07,3.345685983540063e-07
1415.0,1.0719700479253003e-07,-2.2304575040532532e-07,2.5730612500434786e-07,3.569972641003254e-07
1420.0,5.207347414095067e-08,-2.533097400515756e-07,4.3982566531937386e-07,5.102196458269075e-07
1425.0,3.3689882612645396e-09,-3.4251278826597217e-07,6.490862565664345e-07,7.339205193146343e-07
1430.0,-7.33623178476128e-08,-4.281792270174145e-07,6.409439015640453e-07,7.742922995105565e-07
1435.0,2.491797046283892e-08,-4.1124084210585975e-07,6.082151646352267e-07,7.34619372165055e-07
1440.0,5.3054791126003445e-09,-4.4106543929012667e-07,6.159081442730854e-07,7.57568288688698e-07
1445.0,-1.3267388087268418e-08,-6.61115570553057e-07,4.852395008975269e-07,8.201872922970906e-07
1450.0,-4.421768696454176e-08,-7.916598525960022e-07,3.454432568677418e-07,8.648766211247768e-07
1455.0,1.7899357626454783e-08,-9.833341380902875e-07,1.6989446106162472e-07,9.980633958004011e-07
1460.0,2.0744518040407872e-07,-1.0352639474167187e-06,2.638890706189523e-07,1.0883209017959094e-06
1465.0,3.5509487242339093e-07,-1.0969217093670968e-06,1.9393580237364698e-07,1.1691623926318054e-06
1470.0,4.242075019334472e-07,-1.0413274360745873e-06,8.257851146881181e-08,1.1274458055155883e-06
1474.9999999999998,5.923143788566961e-07,-1.0886382269205215e-06,-1.8838491496550017e-08,1.2394855389535274e-06
1480.0,5.528827533978079e-07,-1.0535960544293077e-06,-4.8527827525506006e-09,1.189860300377397e-06
1484.9999999999998,5.979040560669136e-07,-9.050440801040667e-07,-3.507852501753022e-08,1.085276255204217e-06
1490.0,6.174235687246565e-07,-8.030879319372576e-07,2.9687129033447833e-08,1.0134315049721912e-06
1495.0000000000002,5.694570256503094e-07,-7.322120847056937e-07,-5.069437685099531e-08,9.289702691129926e-07
1500.0,5.43899534203041e-07,-7.561061700448682e-07,7.643136377113481e-08,9.345399922176256e-07
1505.0000000000002,6.562533671910895e-07,-8.15785279090947e-07,9.314885223168915e-08,1.0511188382876686e-06
1510.0,5.910293597015748e-07,-9.275141322654824e-07,1.7466917212426405e-07,1.1136011356280218e-06
1515.0,5.56711234900136e-07,-7.782686716931305e-07,1.574904808682404e-07,9.69759132964023e-07
1520.0,4.972494999273432e-07,-8.541894321345533e-07,4.588476976660564e-08,9.894453311046941e-07
1525.0,4.855045538439768e-07,-9.762232480024258e-07,-1.5895815397325535e-07,1.101814048039972e-06
1530.0,5.856914913585383e-07,-9.62262417206146e-07,-3.728014646048572e-07,1.1865767630578016e-06
1535.0,6.242880764879984e-07,-7.727235514757959e-07,-6.909764120767643e-07,1.2100767295907026e-06
1540.0,5.7258495259251e-07,-6.621662512787955e-07,-8.692460027345511e-07,1.2336556592250428e-06
1545.0,3.768436155436877e-07,-3.578094204710914e-07,-9.783370239331728e-07,1.1077824806126492e-06
1550.0,2.940112356577013e-07,-9.701415664045252e-08,-1.2217655309176708e-06,1.2603830234576174e-06
1555.0,5.771730593966515e-08,1.0103861373652356e-07,-1.3701846561705317e-06,1.375116751725427e-06
1560.0,8.801123121594431e-08,3.0077191759924657e-07,-1.325299878059863e-06,1.3618478219030061e-06
1565.0,-1.332570291296308e-07,5.983139274828557e-07,-1.2638521259689e-06,1.4046562525929692e-06
1569.9999999999998,-1.8568947847494924e-07,7.860770995891784e-07,-1.2785501046221436e-06,1.5123121896434373e-06
1575.0,-2.256797189704879e-07,8.373571247331698e-07,-1.2212491793553757e-06,1.4978477385809876e-06
1579.9999999999998,-1.3411707491733627e-07,8.597278124665313e-07,-1.0465960190599686e-06,1.3610593405230514e-06
1585.0,-8.032182488778776e-08,9.01818720412693e-07,-9.524061354045507e-07,1.3140799240519287e-06
1590.0000000000002,4.425841683494965e-10,9.219023143302835e-07,-7.454931038550502e-07,1.1856070347900757e-06
1595.0,-6.694285803311922e-09,9.855457237980269e-07,-5.783747238588451e-07,1.142743413176286e-06
1600.0000000000002,2.3268488522828685e-08,8.876858966773602e-07,-3.874778298193163e-07,9.688481523538727e-07
1605.0,3.140192208878398e-08,8.324049873414667e-07,-2.882397935796293e-07,8.814569315994087e-07
1610.0,9.661257480321052e-08,8.242137359519394e-07,-6.563989501413998e-08,8.324487179156603e-07
1615.0,3.101837161417293e-08,7.248324382331101e-07,-1.8547977057053027e-07,7.488303867922608e-07
1620.0,3.2007686512288687e-08,6.142959334396035e-07,-3.4293495520189776e-07,7.04264417201118e-07
1625.0,-5.411480389937842e-08,4.77842257252711e-07,-4.6799411479147753e-07,6.710291545804049e-07
1630.0,2.8915060375963442e-08,3.5672246199707823e-07,-4.5614634554586556e-07,5.797900345510008e-07
1635.0,-1.9136517711429908e-07,3.0858636787698847e-07,-5.851357811471189e-07,6.88643637762049e-07
1640.0,-3.019758985746597e-07,2.486942241402067e-07,-5.850153503185785e-07,7.037621903377885e-07
1645.0,-4.2813902636854995e-07,2.0212604888536808e-07,-4.043742043025312e-07,6.226367019724466e-07
1650.0,-3.18665292041181e-07,8.464356146230964e-08,-4.192464892119256e-07,5.333664027338432e-07
1655.0,-3.985896828556325e-07,-9.749421477070635e-08,-2.8636518575197906e-07,5.003837295551043e-07
1660.0,-4.876642321489373e-07,-1.763675958544524e-07,-3.5225243272514943e-07,6.269000785976007e-07
1664.9999999999998,-6.041745407399642e-07,-2.0273824228250915e-07,-3.671062490344294e-07,7.35456775509123e-07
1670.0,-6.220641589717334e-07,-2.244615835686785e-07,-1.671774880501281e-07,6.821254524543997e-07
1674.9999999999998,-5.490446118086567e-07,-2.404855764419106e-07,-4.6075222124401914e-08,6.011707114676576e-07
1680.0,-4.423265965701525e-07,-2.180736063394956e-07,7.581370499554021e-08,4.989555427895341e-07
1685.0000000000002,-3.572815382233277e-07,-1.3911491682221512e-07,9.13394895498797e-08,3.9413951843086174e-07
1690.0,-7.343565548373814e-08,-2.123818662834049e-07,1.5919318724141302e-07,2.7539303456410793e-07
1695.0000000000002,2.7442554774105412e-08,-2.7093147266043556e-07,1.3689106761925426e-07,3.047886498615415e-07
1700.0,-1.1702039354047987e-07,-1.715951875819774e-07,1.441792071352151e-07,2.5283655723767886e-07
1705.0,-1.1218108712200477e-07,-1.336828784952221e-07,2.140197786745647e-07,2.7615244698273596e-07
1710.0,-2.2819296166358176e-07,-1.0268954865391223e-07,1.485249366461928e-07,2.909928314603243e-07
1715.0,-2.813652532251e-07,-7.86677551740358e-08,2.508190932058914e-08,2.932304956884821e-07
1720.0,-1.3759415497271107e-07,-9.577021060911232e-08,-1.1576840178218811e-07,2.0373121403940609e-07
1725.0,-2.185634674756166e-07,-2.494227842711795e-07,-1.6868967009420092e-07,3.720724652873988e-07
1730.0,-3.5529773798679895e-07,-2.1568420510113895e-07,-2.595538413202476e-07,4.900248519133927e-07
1735.0,-3.3267307823834387e-07,-1.1771336110742629e-07,-3.510508932611537e-07,4.977595222868535e-07
1740.0,-2.839812142105158e-07,-1.2270257891980508e-07,-3.649612471680621e-07,4.784328216505606e-07
1745.0,-2.4960408752632966e-07,-1.2812952965340453e-07,-3.6593692281352476e-07,4.6111734770802743e-07
1749.9999999999998,-2.842574017823539e-07,-7.591964061291244e-09,-3.5939783711399575e-07,4.5828671561434194e-07
1755.0,-3.64987403007875e-07,-1.3177653601115983e-08,-2.5879850024468916e-07,4.4762274142157293e-07
1759.9999999999998,-1.5576170183887357e-07,6.010689238527818e-08,-1.799915856046433e-07,2.4550258076124414e-07
1765.0,-2.6002064719357883e-07,1.0267724215384226e-07,-1.3263788430430876e-07,3.094287662387089e-07
1770.0000000000002,-3.041340361836674e-07,1.2978686437826194e-07,-1.4413919276836913e-07,3.6071907216340355e-07
1775.0,-3.5877461246796106e-07,1.0065063432643622e-07,-2.0676854087890112e-07,4.2614903759018327e-07
1780.0000000000002,-3.886594988053527e-07,-6.133270656494226e-08,-1.7455719182341772e-07,4.3045106588726986e-07
1785.0,-5.414018919406182e-07,-4.868076760875637e-09,-1.7860689573082045e-07,5.701229077758855e-07
1790.0,-4.03132704573788e-07,-7.276139082824574e-08,-2.436070598973276e-07,4.7660738257401963e-07
1795.0,-4.5265458635077845e-07,-7.427884938148746e-08,-4.767156075629353e-07,6.615673000564119e-07
1800.0,-2.8828486122837235e-07,-5.1295932608741474e-09,-6.520353102761809e-07,7.129407547527631e-07
1805.0,-1.1037470108900116e-07,6.183051165110882e-08,-7.773904919981439e-07,7.876176508056689e-07
1810.0,-1.4634971102331207e-08,1.5870887958735624e-07,-8.16489448785079e-07,8.319000605940609e-07
1815.0,2.4816553784125855e-07,1.3932593702491822e-07,-6.631538133168091e-07,7.216445323125076e-07
1820.0,5.559618236009609e-07,3.580524853359479e-08,-5.933171208045578e-07,8.138800716101045e-07
1825.0,8.065660824507636e-07,1.2255752125337658e-07,-5.457126661341113e-07,9.815149032770435e-07
1830.0,8.764859717866648e-07,1.2898997248806933e-07,-6.417471984793814e-07,1.0939403724597707e-06
1835.0,9.036430309917881e-07,1.9882983879861933e-07,-5.877421627747774e-07,1.0961500272133755e-06
1840.0,7.281952507199819e-07,2.936146018284121e-07,-4.596918991625345e-07,9.098321272265846e-07
1844.9999999999998,6.24978641924912e-07,3.935282830059279e-07,-6.042541294181557e-07,9.542462288669493e-07
1850.0,6.809991348041162e-07,4.545682117198967e-07,-6.006593501205028e-07,1.0154721737188885e-06
1854.9999999999998,5.478207382188418e-07,3.2794975326344903e-07,-6.110314894097589e-07,8.837522746440329e-07
1860.0,5.588831857661728e-07,7.434794971900237e-08,-7.079364355448865e-07,9.050149334301424e-07
1865.0000000000002,4.797059677576753e-07,-3.5318648248962836e-08,-7.086614687268729e-07,8.564848508144148e-07
1870.0,4.885484295327776e-07,-8.742255597373186e-08,-6.955819049817717e-07,8.544919296459119e-07
1875.0000000000002,4.936704059400604e-07,-6.688939030165474e-08,-7.481689044307758e-07,8.988555889535862e-07
1880.0,2.7070659205663823e-07,-5.508199159107572e-08,-6.092733944502987e-07,6.689769457653587e-07
1885.0,2.435733542409109e-07,-3.716259525806589e-08,-7.189532993461693e-07,7.600018973813326e-07
1890.0,2.575511965349022e-07,-2.0612417228864838e-07,-5.491404995105888e-07,6.406052461859638e-07
1895.0,1.0810427173997205e-07,-9.231431325956059e-08,-4.892532003799905e-07,5.094871539922053e-07
1900.0,9.142450248713851e-08,-1.8289303080888046e-07,-3.741814022350583e-07,4.264035906885323e-07
1905.0,7.564861269738597e-08,-1.2239907529332483e-07,-2.597422438554948e-07,2.969348067822084e-07
1910.0,9.42965846135414e-08,-1.741398761217146e-07,-4.9128647864318176e-08,2.0403471853202107e-07
1915.0,-3.2406943602125406e-08,-1.8728776459664386e-07,1.095602936256893e-07,2.193863594223362e-07
1920.0,-1.8051870656465198e-07,-3.576167547895996e-08,1.308458919352844e-07,2.2580201126025758e-07
1925.0,-1.8772981376658005e-07,7.60862202827568e-08,1.2821798009796452e-07,2.397320302215644e-07
1930.0,-3.379865959640036e-07,1.9999935593126355e-07,1.8529635858038604e-07,4.34245808186338e-07
1935.0,-3.059283223948611e-07,3.4324702513509023e-07,2.655181842120543e-07,5.309525071554797e-07
1939.9999999999998,-4.1656960424816517e-07,2.7607842887919276e-07,1.1998168779143474e-07,5.13950522405764e-07
1945.0,-4.392307524789559e-07,3.227804962741542e-07,-1.8369536768352185e-07,5.75199870311706e-07
1949.9999999999998,-5.231020887908395e-07,1.879455558902884e-07,-2.928178051410523e-07,6.282528108045933e-07
1955.0,-5.186147216580778e-07,2.0471380782504035e-07,-3.5497663213462327e-07,6.609670052251873e-07
1960.0000000000002,-5.56928773228154e-07,1.9671873114082114e-07,-2.481087565553202e-07,6.406448881482615e-07
1965.0,-5.237467949823138e-07,2.5130568226064967e-07,-4.046053550102862e-07,7.079341385282506e-07
1970.0000000000002,-4.753223941979966e-07,3.2043176486815447e-07,-3.5978343794086565e-07,6.767954023035209e-07
1975.0,-4.5146915881576517e-07,3.1300553745536436e-07,-3.124723724704987e-07,6.320093760355761e-07
1980.0,-4.845605318223643e-07,4.304692313228446e-07,-2.3178637158553413e-07,6.883513566256992e-07
1985.0,-2.468551352946595e-07,3.602432549760652e-07,-1.709790871106253e-07,4.689845507117241e-07
1990.0,-2.960615482393185e-07,4.755170443965175e-07,-1.4159647159789325e-07,5.777702489973284e-07
1995.0,-3.001605216751587e-07,6.280152472272481e-07,2.034460028491191e-09,6.960629486977543e-07
2000.0,-3.13997056174156e-07,6.309903812324136e-07,-2.8917350193569663e-08,7.05392958311947e-07
