run_id,source_collection,relative_path,slurm_job_id,manifest_count,file_count,bytes,tree_sha256
mb_qe16_direct_pf_s42_30791500,rockfish,data/raw_compact/rockfish/mb_qe16_direct_pf_s42_30791500,,1,10,89277,e11153b70c724dd2465696348dea4e5ea6c3b4a187ba7a8c7b6ff82af1c7867a
mb_qe16_direct_r2_s42_30791828,rockfish,data/raw_compact/rockfish/mb_qe16_direct_r2_s42_30791828,,1,8,98213,dc5e7f007fcaa01a93abf421d5f7801b3947cd8ff722f59109c346bfc6e2b679
mb_qe16_direct_r3_s42_30812496,rockfish,data/raw_compact/rockfish/mb_qe16_direct_r3_s42_30812496,,1,8,181817,e1f9f4790fe4b29ebdbfa9c7855702b2ce1afae81993ed0b71375b0876b83ab7
mb_qe16_direct_r4_s42,rockfish,data/raw_compact/rockfish/mb_qe16_direct_r4_s42_30880323,,2,9,102765,185dc6bb038c9de30fc050a0a072ee2d9368271481c8c07b3f6afd24a4ed6dfc
mb_qe17_direct_pf_s42_30791508,rockfish,data/raw_compact/rockfish/mb_qe17_direct_pf_s42_30791508,,1,8,52457,33c6f35d58d533c86d95a2e39dccf489ea0ad3a6cd569a865232498f7fb40e5c
mb_qe17_direct_r2_s42_30791829,rockfish,data/raw_compact/rockfish/mb_qe17_direct_r2_s42_30791829,,1,8,103795,556f5682a9517378683958ca18dc42d430ed500a051fbce699ba4f3b4e4ed85d
mb_qe17_direct_r3_s42_30812497,rockfish,data/raw_compact/rockfish/mb_qe17_direct_r3_s42_30812497,,1,8,184278,bf1ede8203e14546b4a3545986824871b96cc22117bc1387f4cf632670957904
mb_qe17_direct_r4_s42,rockfish,data/raw_compact/rockfish/mb_qe17_direct_r4_s42_30880322,,2,9,98380,92b9f53de376b5266f8d203984583d6165bdb2e5bf8082cd6e4d9c35a8d0b2d3
mb_qe17_mace_r1_s42_30791312,rockfish,data/raw_compact/rockfish/mb_qe17_mace_r1_s42_30791312,,1,3,18128,43d016d707fbf59aa0dad089b3c1397abc88640c611ec7f826107134ea31324f
mb_qe1_2_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe1_2_mace_r1_s42_input,,0,2,21380,f3164dec2a2629f59ea7406296f6e488a0b263a4e77adc1e1909d96bdad5d2f3
mb_qe1_5_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe1_5_mace_r1_s42_input,,0,2,21436,52f7ebc9dc4aef9f7cd339dc9428750fadeb114d5751893424a27a53f2ac83dd
mb_qe1_6_mace_r1_s42_30791362,rockfish,data/raw_compact/rockfish/mb_qe1_6_mace_r1_s42_30791362,,1,4,19224,c5046bfe576bf8d942466bb0735a5ed4b06e56fe2e4b6cd0e68d127f86e51c8c
mb_qe1_6_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe1_6_mace_r1_s42_input,,0,2,21393,eebac05269aa251569e2a4001345d73877db3de89d4c3c6e38219fa6ffe34b09
mb_qe1_7_direct_hist_s42_input,rockfish,data/raw_compact/rockfish/mb_qe1_7_direct_hist_s42_input,,0,5,21610,2c74ee2893e885e35d45271968aa3add9b73a477bf615cd99ed7f709d95712aa
mb_qe81_neb_1_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_1_mace_r1_s42_input,,0,1,9948,08b0a4f9e5079c8a3899b864e94366a300c852364207fb8255ac355a85b28b25
mb_qe81_neb_2_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_2_mace_r1_s42_input,,0,1,9963,e3c425e107007687fe1f17218617428b335dd787c0a70a2f515eeb8650146a3a
mb_qe81_neb_3_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_3_mace_r1_s42_input,,0,1,9944,36a923e61c6567e5497f91dec28f86d4f136b1f2318f1b2052d66e2e7cc6cc31
mb_qe81_neb_4_direct_hist_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_4_direct_hist_s42_input,,0,5,48565,4c01cb474949de26e3b15cd3ee3afb4bc0a3d5e732b2ec7a80f413db4de54d0f
mb_qe81_neb_4_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_4_mace_r1_s42_input,,0,4,59906,0a8ece3bafc6bec3b531a9e9110001ced50bc4e1fd27c9b66dc39704457c3085
mb_qe81_neb_5_mace_r1_s42_input,rockfish,data/raw_compact/rockfish/mb_qe81_neb_5_mace_r1_s42_input,,0,1,9966,03bc648356af29459ad8f4fddd9d5df01396f9a3f3e84ebf3e82edcdc0979f19
mb_qe81n1_mace_r1_s42_30791401,rockfish,data/raw_compact/rockfish/mb_qe81n1_mace_r1_s42_30791401,,2,16,130546,f87bc558bab224ff7778fc3aca6bcb789c79a25c621c4c9ede5f1a1a4a024d48
mb_qe81n4_direct_pf_s42_30791514,rockfish,data/raw_compact/rockfish/mb_qe81n4_direct_pf_s42_30791514,,1,13,88367,66152e08048c2a39733daa0a79bca1321682f5c3af4de40d113f60952bdf987d
mb_qe81n4_scfw_r1_s42_30879749,rockfish,data/raw_compact/rockfish/mb_qe81n4_scfw_r1_s42_30879749,,1,15,102860,2d526c8f873f1ec2fd2bce9d8682ae8464fd0e6945e7f54f349cf0d045a75120
mb_qehandoff2_sm_s44_30850445,rockfish,data/raw_compact/rockfish/mb_qehandoff2_sm_s44_30850445,,0,9,59687,6d9265cdd43dc6e7119a73b67cd634f4d066f6d6174ad462681400d691b2d5c5
mb_rrhist1414historicali1s42,rockfish,data/raw_compact/rockfish/mb_rrhist1414historicali1s42_30880454,,2,6,111160,32731919937837ab62955e495b0a00777fd1be6935c91585052119a30686f0bb
mb_rrhist1414historicali5s42,rockfish,data/raw_compact/rockfish/mb_rrhist1414historicali5s42_30880456,,2,6,116852,5eb032085142cdf13406d622bce815fac8c237bb46f5b1911c8fb7f941b7e947
mb_runtimeprov_s42_30851954,rockfish,data/raw_compact/rockfish/mb_runtimeprov_s42_30851954,,1,5,4943,3e73615ca81296f50262f89522b15cadf1113df8a1bfa3db1b31e69426482dfd
mb_runtimeprov_s42_30851964,rockfish,data/raw_compact/rockfish/mb_runtimeprov_s42_30851964,,1,5,8153,41e0e5709bd7b7ff2adef4e2170b82ce1d9dbc2fca596fca8ebab0f508f5ea69
mb_scf81n4i10_s42_30864964,rockfish,data/raw_compact/rockfish/mb_scf81n4i10_s42_30864964,,2,6,114229,fcc22b4809939097b585bfdfd4fe1ff17fb121bc2ad090d18719b7661bbb0c9b
mb_scf81n4i1_s42_30845691,rockfish,data/raw_compact/rockfish/mb_scf81n4i1_s42_30845691,,1,3,106383,d9103268d93df4b6e8fd7c4a83ba34cb6fa634bed6aad94de63d21963760357a
mb_scf81n4i2_s42_30845692,rockfish,data/raw_compact/rockfish/mb_scf81n4i2_s42_30845692,,1,3,106583,e440ffec2abb796fffe1a878a80b063c39ee447e167ed0bf435ee49b1ab461ee
mb_scf81n4i3_s42_30864950,rockfish,data/raw_compact/rockfish/mb_scf81n4i3_s42_30864950,,2,6,114107,38e26315eb22d3ce5bf6efdd3fba8f713fb6ab52bc76b9a713f4dc774b3fd160
mb_scf81n4i4_s42_30864953,rockfish,data/raw_compact/rockfish/mb_scf81n4i4_s42_30864953,,2,6,112700,e9aa45d87bd9d6287480974f4bca922592190df75976dc2b7d5f09acc576e624
mb_scf81n4i5_s42_30864956,rockfish,data/raw_compact/rockfish/mb_scf81n4i5_s42_30864956,,2,6,112605,4f309d94228f31c555094164688dca373c88e1a86add8ab582241d0459feb946
mb_scf81n4i6_s42_30864957,rockfish,data/raw_compact/rockfish/mb_scf81n4i6_s42_30864957,,2,6,114272,87789ee577059aeb8a2e8408cfece5c861bfb279b37db4e7e937612c55be3956
mb_scf81n4i7_s42_30864959,rockfish,data/raw_compact/rockfish/mb_scf81n4i7_s42_30864959,,2,6,112320,3a76e7db923380fec9816621d86a954d9e62433c8d6815683998102e5447c25d
mb_scf81n4i8_s42_30864960,rockfish,data/raw_compact/rockfish/mb_scf81n4i8_s42_30864960,,2,6,113417,17557c358466296a0c526f4dbb769a2c044d25e658ac40f0f6972aafe829bf73
mb_scf81n4i9_s42_30864963,rockfish,data/raw_compact/rockfish/mb_scf81n4i9_s42_30864963,,2,6,114098,4dfdcfb0bfabb2da1f98aeaebfe4eecc33e6a7509cd6e73f55785bc825d3cf66
mb_selfneb_audit_s42_30851756,rockfish,data/raw_compact/rockfish/mb_selfneb_audit_s42_30851756,,0,6,116494,f4a463c15cfad96aacb25b38ef48c513d957336edbe9f4e119a545a88ce7a4d1
mb_spc01_s42,rockfish,data/raw_compact/rockfish/mb_spc01_s42_30854596,,2,5,58598,b69461d4dd506423466b9286dc56c966926fe09200cca774440c66801382b57e
mb_spc02_s42,rockfish,data/raw_compact/rockfish/mb_spc02_s42_30854600,,2,5,59412,880e82ecb1ca4be60a64b25bc2f4706fa4a64450e846ab83f7cd818bd5f88f5b
mb_spc03_s42,rockfish,data/raw_compact/rockfish/mb_spc03_s42_30854604,,2,5,56166,2039d4fbc6cd2b065c3a647ac500f76c56e7fd1a73c6bd70dd2d5f77a41c015d
mb_spc04_s42,rockfish,data/raw_compact/rockfish/mb_spc04_s42_30854611,,2,5,58467,3af1093906667dcfa350ffc932291a686da67a5743a2b8d98b8da07418081812
mb_spc05_s42,rockfish,data/raw_compact/rockfish/mb_spc05_s42_30854615,,2,5,55313,5fd055f327cc31d93452a95010c56c3f3a4448b98665251e1c70d8fee2e51344
mb_spc06_s42,rockfish,data/raw_compact/rockfish/mb_spc06_s42_30854619,,2,5,55797,398ab00c9ad156b09b6ed613a6617f8037534b13c4d9f83158996a54311622aa
mb_spp01_s42,rockfish,data/raw_compact/rockfish/mb_spp01_s42_30854592,,2,5,56253,31690fbe85b5a65385fbd9b60a5ec5c4312fd44b56c02f0f507bf5606648ef31
mb_spp02_s42,rockfish,data/raw_compact/rockfish/mb_spp02_s42_30854597,,2,5,58607,598dd4da81cd39e4770546d86fc820e95b6f8ff0489f7c04274d1aadee861ed9
mb_spp03_s42,rockfish,data/raw_compact/rockfish/mb_spp03_s42_30854603,,2,5,55358,bd13f6bcee094d273a92be701875e896f5c0edfe7479a0ae3169d229453eaf8d
mb_spp04_s42,rockfish,data/raw_compact/rockfish/mb_spp04_s42_30854608,,2,5,55395,7c75826bc9076691b54ee2068260829626be7f35cad01900df35f18945ad9e53
mb_spp05_s42,rockfish,data/raw_compact/rockfish/mb_spp05_s42_30854612,,2,5,56213,1add3cf39b8e40490501bf38530d2d8776050014004cead16169d471559f869c
mb_spp06_s42,rockfish,data/raw_compact/rockfish/mb_spp06_s42_30854617,,2,5,59245,5457479da9829c0464a9132c27472af434b36053f0068d156ff5db25da58a8a5
mb_spx01_s42,rockfish,data/raw_compact/rockfish/mb_spx01_s42_30861875,,2,5,59671,22082a5ea717a3ff4f92cd6627eef5f9917a841936753e5e22cf79ef7bf18bf9
mb_spx02_s42,rockfish,data/raw_compact/rockfish/mb_spx02_s42_30861880,,2,5,56110,9ee2a1f6bd344b74708ed305c65108a83eb1399ad0904cb1981d8d000804a450
mb_spx03_s42,rockfish,data/raw_compact/rockfish/mb_spx03_s42_30861881,,2,5,59315,e288ac2560642cfa525e866f071b0c7231654890c7db4470eff1ec7e87fe783f
mb_spx04_s42,rockfish,data/raw_compact/rockfish/mb_spx04_s42_30861894,,2,5,56657,aa1ca09d42a49aae4352d0b353334e394d5d2fc21f3ed5082da4a5f35fa99022
mb_spx05_s42,rockfish,data/raw_compact/rockfish/mb_spx05_s42_30861902,,2,5,58804,07ce3790c3316d4b93626da10dbb5b42c7dc8a78016008531ce121f26e366505
mb_spx06_s42,rockfish,data/raw_compact/rockfish/mb_spx06_s42_30861915,,2,5,56199,835cb928aca39c1229eac315f8799470516c65cc9cc7c60fde0e499c98d48cd0
mb_trajrep2_sm_s42_30850687,rockfish,data/raw_compact/rockfish/mb_trajrep2_sm_s42_30850687,,0,5,16279,edc54343da93abb46b698e415b0d209e94a20c86173b3d48a58d42f111ba7745
mb_trajrep3_sm_s42_30850696,rockfish,data/raw_compact/rockfish/mb_trajrep3_sm_s42_30850696,,0,6,21716,8a7a63a5a3afd9139f7498ce971a4a147218600486084b9e9a627e59df907172
mb_trajrep_sm_s42_30850673,rockfish,data/raw_compact/rockfish/mb_trajrep_sm_s42_30850673,,0,5,15502,6b9715613f3d24da04e7dd1e58450189f734f34c830280389048bab709fb37c1
mb_victor01_v2_pf_s42_30791542,rockfish,data/raw_compact/rockfish/mb_victor01_v2_pf_s42_30791542,,1,8,46627,9def31a7c9083379a78b9a86a4fda94de5b753ef0db82c20bd19d456605fe0c3
mb_x13i2s47,rockfish,data/raw_compact/rockfish/mb_x13i2s47_30850844,,1,4,286221,047bdcbb2a7741e5b301e5c82c4101e4053dcf6d7aaae131995940668129b520
mb_x13i3s47,rockfish,data/raw_compact/rockfish/mb_x13i3s47_30850845,,1,4,286925,6440618b3129ed00289f45787588f38f2dae18fe80ae609a34e1d4cf352eca84
mb_x15i2s47,rockfish,data/raw_compact/rockfish/mb_x15i2s47_30850847,,1,4,286253,e7f6af6dc506114aa941c7a2ddbfb2d5312143f259ad7881f405c6064385e280
mb_x16t108i2r2s42,rockfish,data/raw_compact/rockfish/mb_x16t108i2r2s42_30851803,,1,4,370118,43c4ccce4ef19aaffd90eeed9f18cb37521effa8d60286da089f6ee610b8456a
mb_x16t108i2s42,rockfish,data/raw_compact/rockfish/mb_x16t108i2s42_30844035,,1,4,305682,76f7059268cc4d23b58a7d50e53b0e69d24490b7505d872a8b27bac467000d24
mb_x16t108i5r2s42,rockfish,data/raw_compact/rockfish/mb_x16t108i5r2s42_30851806,,1,4,670869,a1cc539a725988a0f390069bc2b24c14ade60c02ec8443ea68043959407d46d3
mb_x16t108i5s42,rockfish,data/raw_compact/rockfish/mb_x16t108i5s42_30844038,,1,4,269658,5d30a1725f62cb70e13468974cd3ff2361142adc3d3f07bba0af25a617a4f7f8
mb_x17t112i2r2s42,rockfish,data/raw_compact/rockfish/mb_x17t112i2r2s42_30851801,,1,4,555453,28cd4b6586e6a4928394640ce1781fd2390c9266a09bac8f920016f868cafc26
mb_x17t112i2s42,rockfish,data/raw_compact/rockfish/mb_x17t112i2s42_30844065,,1,4,305811,a45c1e192b7a147ac3c01dcd48d70e5c52df2aa66c1126d83d10f4de9f1bb7e0
mb_x17t112i5r2s42,rockfish,data/raw_compact/rockfish/mb_x17t112i5r2s42_30851809,,1,4,353374,a8cdf8ea7f16995c8487aad8805996b8d1a578a08cdc4038d90b28dd9fe09c80
mb_x17t112i5s42,rockfish,data/raw_compact/rockfish/mb_x17t112i5s42_30844069,,1,4,269942,c2de0120dd9713349cb9a3cccd95f856f88bd210e6a3496c15244c01e2aabb50
repair_tests_20260911_020649,rockfish,data/raw_compact/rockfish/repair_tests_20260911_020649,,0,12,69669,e08b510cb86ac14a652822eace9069c2483ec89850a17763f0036f9ec4542ec4
victor_01_01_neb_v2_s42_input,rockfish,data/raw_compact/rockfish/victor_01_01_neb_v2_s42_input,,0,7,54939,496844b371b6467e91b33c07f29c22bfb55d8c9aec23ba0d4d3bca4cf4a1a144
victor_23_23_neb_s42_input,rockfish,data/raw_compact/rockfish/victor_23_23_neb_s42_input,,0,7,54834,135cdbb55be56de362cdfe6116811d030d832e745194a0df1616f7f04c3d6942
