path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_088,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_088,cn8_te4,cn7_te4,4.9667,4.9667,-3.775208,-0.12,in_gap_or_open_channel_candidate,0.263033,0.684664,0.496987
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_090,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_090,cn8_te4,cn7_te4,4.9339,4.9339,-3.768006,-0.12,in_gap_or_open_channel_candidate,0.262243,0.684305,0.49654
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_092,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_092,cn8_te4,cn7_te4,3.1318,3.1318,-1.616089,-0.12,in_gap_or_open_channel_candidate,0.164254,0.691871,0.55252
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_093,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_093,cn8_te4,cn7_te4,3.4074,3.4074,-3.802369,-0.12,in_gap_or_open_channel_candidate,0.236992,0.661837,0.458774
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_094,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_094,cn8_te4,cn7_te4,3.032,3.032,-0.951539,-0.12,in_gap_or_open_channel_candidate,0.141867,0.700769,0.580636
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_095,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_095,cn8_te4,cn7_te4,4.857,4.857,-3.743653,-0.12,in_gap_or_open_channel_candidate,0.26016,0.683578,0.495834
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_096,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_096,cn8_te4,cn6_te3,5.7192,5.7192,-1.347504,-0.27,in_gap_or_open_channel_candidate,0.275513,0.635723,0.582306
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_097,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_097,cn8_te4,cn6_te3,2.3826,2.3826,-2.306794,-0.27,mixed_transition_candidate,0.247815,0.572867,0.459202
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_098,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_098,cn8_te4,cn6_te3,4.9163,4.9163,-3.770752,-0.27,mixed_transition_candidate,0.337025,0.586509,0.452121
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_099,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_099,cn8_te4,cn6_te3,6.3658,6.3658,-0.760407,-0.27,in_gap_or_open_channel_candidate,0.268405,0.654142,0.624564
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_100,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_100,cn8_te4,cn6_te3,3.1502,3.1502,0.379974,-0.27,mixed_transition_candidate,0.201131,0.613855,0.56578
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_126,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_126,cn8_te4,cn6_te3,5.8968,5.8968,-2.505097,-0.27,in_gap_or_open_channel_candidate,0.314573,0.620276,0.53342
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_127,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_127,cn8_te4,cn6_te3,7.0603,7.0603,-3.688355,-0.27,mixed_transition_candidate,0.37143,0.618596,0.50673
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_129,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_129,cn8_te4,cn6_te3,7.1665,7.1665,-3.772309,-0.27,mixed_transition_candidate,0.375871,0.618816,0.505397
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_133,cn8_te4,cn7_te4,7.2123,7.2123,-3.06836,-0.12,in_gap_or_open_channel_candidate,0.27977,0.72792,0.582646
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_134,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_134,cn8_te4,cn7_te4,7.1367,7.1367,-1.90915,-0.12,in_gap_or_open_channel_candidate,0.242419,0.744857,0.634025
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_144,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_144,cn8_te4,cn7_te4,7.3146,7.3146,-2.996491,-0.12,in_gap_or_open_channel_candidate,0.279299,0.730507,0.588368
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_146,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_146,cn8_te4,cn7_te4,7.128,7.128,-3.772248,-0.12,in_gap_or_open_channel_candidate,0.300206,0.715764,0.548362
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_150,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_150,cn8_te4,cn7_te4,7.1629,7.1629,-1.901459,-0.12,in_gap_or_open_channel_candidate,0.242632,0.745353,0.634999
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_151,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_151,cn8_te4,cn7_te4,7.1157,7.1157,0.04486,-0.12,in_gap_or_open_channel_candidate,0.184083,0.773543,0.719038
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_152,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_152,cn8_te4,cn7_te4,7.1449,7.1449,-0.557373,-0.12,in_gap_or_open_channel_candidate,0.200524,0.765993,0.696223
sb2te3_4x2x1::victor::unique_062__to__sb2te3_4x2x1::joshitha::unique_153,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1::joshitha::unique_153,cn8_te4,cn7_te4,7.4409,7.4409,-0.973084,-0.12,in_gap_or_open_channel_candidate,0.218555,0.763783,0.684172
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_064,cn8_te4,cn8_te4,1.7232,1.7232,-5.704132,0.0,in_gap_or_open_channel_candidate,0.207093,0.686069,0.366715
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_065,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_065,cn8_te4,cn8_te4,2.1536,2.1536,-3.506134,0.0,in_gap_or_open_channel_candidate,0.146162,0.726428,0.477737
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_101,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_101,cn8_te4,octahedral,5.4269,5.4269,-2.394379,-0.47,mixed_transition_candidate,0.403028,0.485246,0.468858
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_105,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_105,cn8_te4,octahedral,6.3214,6.3214,-4.106903,-0.47,mixed_transition_candidate,0.471705,0.471471,0.41162
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_106,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_106,cn8_te4,octahedral,6.5487,6.5487,-3.296082,-0.47,mixed_transition_candidate,0.45041,0.487344,0.454094
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_107,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_107,cn8_te4,octahedral,6.9023,6.9023,-4.842682,-0.47,mixed_transition_candidate,0.504601,0.468377,0.407838
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_108,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_108,cn8_te4,octahedral,3.969,3.969,-0.386261,-0.47,mixed_transition_candidate,0.315445,0.495522,0.526403
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_109,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_109,cn8_te4,octahedral,6.012,6.012,-3.639038,-0.47,mixed_transition_candidate,0.451821,0.4743,0.425639
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_110,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_110,cn8_te4,octahedral,5.537,5.537,-5.349457,-0.47,mixed_transition_candidate,0.49682,0.440881,0.361097
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_111,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_111,cn8_te4,octahedral,6.3839,6.3839,-1.532562,-0.47,mixed_transition_candidate,0.392728,0.512396,0.531076
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_113,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_113,cn8_te4,octahedral,4.8111,4.8111,-2.973053,-0.47,mixed_transition_candidate,0.410405,0.4674,0.427716
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_114,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_114,cn8_te4,octahedral,4.9907,4.9907,-4.109284,-0.47,mixed_transition_candidate,0.448835,0.452314,0.379857
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_116,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_116,cn8_te4,octahedral,4.9273,4.9273,-3.453217,-0.47,mixed_transition_candidate,0.427341,0.461604,0.408447
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_117,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_117,cn8_te4,octahedral,4.6579,4.6579,-1.552795,-0.47,mixed_transition_candidate,0.363598,0.487282,0.489229
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_122,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_122,cn8_te4,octahedral,7.1288,7.1288,-3.006989,-0.47,mixed_transition_candidate,0.451422,0.500174,0.481107
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::victor::unique_125,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::victor::unique_125,cn8_te4,octahedral,4.9596,4.9596,-3.533997,-0.47,mixed_transition_candidate,0.43041,0.460812,0.405507
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_001,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_001,cn8_te4,cn7_te4,-2.1964,2.1964,-5.53418,-0.12,mixed_transition_candidate,0.269966,0.61751,0.350629
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_002,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_002,cn8_te4,cn7_te4,-2.1695,2.1695,-3.743805,-0.12,in_gap_or_open_channel_candidate,0.213827,0.644961,0.432112
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_007,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_007,cn8_te4,cn7_te4,-2.386,2.386,-4.590973,-0.12,in_gap_or_open_channel_candidate,0.243905,0.6349,0.398387
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_009,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_009,cn8_te4,cn7_te4,-1.987,1.987,-3.869751,-0.12,in_gap_or_open_channel_candidate,0.214597,0.640381,0.422009
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_010,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_010,cn8_te4,cn7_te4,-2.4962,2.4962,-3.873596,-0.12,in_gap_or_open_channel_candidate,0.223496,0.647637,0.433904
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_012,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_012,cn8_te4,cn7_te4,-2.1897,2.1897,-3.271515,-0.12,in_gap_or_open_channel_candidate,0.199489,0.652595,0.454254
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_014,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_014,cn8_te4,cn7_te4,-2.1014,2.1014,-5.540161,-0.12,mixed_transition_candidate,0.268514,0.616052,0.348103
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_015,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_015,cn8_te4,cn7_te4,-1.8282,1.8282,-2.149902,-0.12,in_gap_or_open_channel_candidate,0.158377,0.66484,0.49713
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_016,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_016,cn8_te4,cn7_te4,-2.4625,2.4625,-2.282288,-0.12,in_gap_or_open_channel_candidate,0.17343,0.671896,0.506096
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_017,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_017,cn8_te4,cn7_te4,-1.9558,1.9558,-3.537781,-0.12,in_gap_or_open_channel_candidate,0.203736,0.645094,0.436496
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_040,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_040,cn8_te4,cn7_te3,1.5092,1.5092,-1.297913,-0.12,in_gap_or_open_channel_candidate,0.126383,0.673504,0.528647
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_041,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_041,cn8_te4,cn7_te3,1.3493,1.3493,-3.151184,-0.12,in_gap_or_open_channel_candidate,0.181257,0.642391,0.43985
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_042,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_042,cn8_te4,cn7_te3,1.7489,1.7489,-5.699097,-0.12,mixed_transition_candidate,0.267379,0.608516,0.332456
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_043,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_043,cn8_te4,cn7_te3,1.0751,1.0751,-4.949493,-0.12,mixed_transition_candidate,0.232451,0.61049,0.350864
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_046,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_046,cn8_te4,cn7_te3,2.0189,2.0189,-2.721527,-0.12,in_gap_or_open_channel_candidate,0.179441,0.658692,0.475432
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_047,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_047,cn8_te4,cn7_te3,1.1943,1.1943,-0.825806,-0.12,in_gap_or_open_channel_candidate,0.106272,0.67632,0.542836
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_048,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_048,cn8_te4,cn7_te3,2.2931,2.2931,-1.437225,-0.12,in_gap_or_open_channel_candidate,0.144231,0.682601,0.540841
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_066,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_066,cn8_te4,cn10_te4,1.9711,1.9711,-4.976654,0.18,mixed_transition_candidate,0.278744,0.583942,0.35331
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_067,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_067,cn8_te4,cn10_te4,2.9801,2.9801,-3.792938,0.18,mixed_transition_candidate,0.259332,0.616844,0.431526
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_068,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_068,cn8_te4,cn10_te4,1.7694,1.7694,-5.700256,0.18,mixed_transition_candidate,0.297769,0.569793,0.315338
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_069,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_069,cn8_te4,cn10_te4,1.9283,1.9283,-4.074524,0.18,mixed_transition_candidate,0.249953,0.597354,0.393675
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_070,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_070,cn8_te4,cn6_te3,1.9412,1.9412,-4.15271,-0.27,mixed_transition_candidate,0.297607,0.537823,0.364069
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_071,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_071,cn8_te4,cn7_te4,2.0882,2.0882,-4.832825,-0.12,in_gap_or_open_channel_candidate,0.246291,0.626861,0.380234
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_072,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_072,cn8_te4,cn7_te4,2.9775,2.9775,-5.556152,-0.12,in_gap_or_open_channel_candidate,0.284117,0.628392,0.368139
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_073,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_073,cn8_te4,cn7_te4,2.3432,2.3432,-4.676727,-0.12,in_gap_or_open_channel_candidate,0.245833,0.632952,0.393439
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_074,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_074,cn8_te4,cn7_te4,1.7081,1.7081,-5.697662,-0.12,mixed_transition_candidate,0.266631,0.607952,0.331554
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_077,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_077,cn8_te4,cn7_te4,3.0005,3.0005,-5.573731,-0.12,in_gap_or_open_channel_candidate,0.285061,0.628449,0.367878
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_078,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_078,cn8_te4,cn7_te4,4.5767,4.5767,-5.530426,-0.12,in_gap_or_open_channel_candidate,0.310891,0.651769,0.407232
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_080,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_080,cn8_te4,cn7_te4,3.0307,3.0307,-3.799713,-0.12,in_gap_or_open_channel_candidate,0.230415,0.656466,0.449965
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_082,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_082,cn8_te4,cn7_te4,2.572,2.572,-3.379578,-0.12,in_gap_or_open_channel_candidate,0.209441,0.656408,0.458361
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_083,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_083,cn8_te4,cn7_te4,3.0721,3.0721,-3.39624,-0.12,in_gap_or_open_channel_candidate,0.218582,0.663334,0.469453
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_084,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_084,cn8_te4,cn7_te4,2.8594,2.8594,-3.921326,-0.12,in_gap_or_open_channel_candidate,0.231243,0.652114,0.440326
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_085,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_085,cn8_te4,cn7_te4,4.552,4.552,-5.54306,-0.12,in_gap_or_open_channel_candidate,0.310858,0.651218,0.406067
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_087,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_087,cn8_te4,cn7_te4,3.054,3.054,-3.747925,-0.12,in_gap_or_open_channel_candidate,0.229206,0.657606,0.452893
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_088,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_088,cn8_te4,cn7_te4,4.5721,4.5721,-5.546631,-0.12,in_gap_or_open_channel_candidate,0.311315,0.651451,0.40638
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_090,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_090,cn8_te4,cn7_te4,4.5393,4.5393,-5.539429,-0.12,in_gap_or_open_channel_candidate,0.310526,0.651092,0.405933
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_092,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_092,cn8_te4,cn7_te4,2.7372,2.7372,-3.387512,-0.12,in_gap_or_open_channel_candidate,0.212536,0.658658,0.461914
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_093,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_093,cn8_te4,cn7_te4,3.0128,3.0128,-5.573792,-0.12,in_gap_or_open_channel_candidate,0.285275,0.628624,0.368167
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_094,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_094,cn8_te4,cn7_te4,2.6374,2.6374,-2.722962,-0.12,in_gap_or_open_channel_candidate,0.19015,0.667557,0.490029
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_095,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_095,cn8_te4,cn7_te4,4.4624,4.4624,-5.515076,-0.12,in_gap_or_open_channel_candidate,0.308442,0.650366,0.405227
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_096,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_096,cn8_te4,cn6_te3,5.3246,5.3246,-3.118927,-0.27,mixed_transition_candidate,0.323795,0.60251,0.491699
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_097,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_097,cn8_te4,cn6_te3,1.988,1.988,-4.078217,-0.27,mixed_transition_candidate,0.296097,0.539654,0.368596
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_098,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_098,cn8_te4,cn6_te3,4.5217,4.5217,-5.542175,-0.27,mixed_transition_candidate,0.385308,0.553296,0.361515
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_099,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_099,cn8_te4,cn6_te3,5.9712,5.9712,-2.53183,-0.27,in_gap_or_open_channel_candidate,0.316687,0.620929,0.533958
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_100,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_100,cn8_te4,cn6_te3,2.7556,2.7556,-1.391449,-0.27,mixed_transition_candidate,0.225782,0.592458,0.510031
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_126,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_126,cn8_te4,cn6_te3,5.5022,5.5022,-4.27652,-0.27,mixed_transition_candidate,0.362855,0.587063,0.442813
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_127,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_127,cn8_te4,cn6_te3,6.6657,6.6657,-5.459778,-0.27,mixed_transition_candidate,0.419712,0.585383,0.416123
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_129,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_129,cn8_te4,cn6_te3,6.7719,6.7719,-5.543732,-0.27,mixed_transition_candidate,0.424154,0.585603,0.41479
