step,image,energy_eV,rel_to_image0_eV
292,1,-179654.71799212828,10.543406692362623
292,2,-179313.33056561972,351.9308332009241
292,3,-179005.41595496636,659.8454438542831
292,4,-179352.51824901218,312.7431498084625
292,5,-179269.4599012471,395.80149757355684
293,0,-179665.26139882064,0.0
293,1,-179650.14450549945,15.1168933211884
293,2,-179317.79659683106,347.46480198958307
293,3,-179183.28318045396,481.978218366683
293,4,-179358.85420033662,306.4071984840266
293,5,-179362.7906307241,302.47076809653663
294,0,-179665.26139882064,0.0
294,1,-179648.04043041114,17.22096840949962
294,2,-179311.1307612289,354.13063759173383
294,3,-179188.0243465511,477.2370522695419
294,4,-179405.5750666334,259.686332187237
294,5,-179318.98204730416,346.27935151648126
295,0,-179665.26139882064,0.0
295,1,-179648.00509573316,17.25630308748805
295,2,-179349.67007053705,315.59132828359725
295,3,-179338.0108275236,327.2505712970451
295,4,-179366.82737316668,298.4340256539581
295,5,-179377.40401481697,287.8573840036697
296,0,-179665.26139882064,0.0
296,1,-179650.05895120447,15.20244761617505
296,2,-179318.0038291066,347.2575697140419
296,3,-179301.16029401333,364.10110480731237
296,4,-179366.7755419309,298.4858568897471
296,5,-179245.0486679544,420.2127308662457
297,0,-179665.26139882064,0.0
297,1,-179652.58385062678,12.677548193867551
297,2,-179417.6499986529,247.6114001677488
297,3,-179175.2061576249,490.05524119574693
297,4,-179440.7269166291,224.5344821915496
297,5,-179337.69007035164,327.5713284689991
298,0,-179665.26139882064,0.0
298,1,-179654.97980639324,10.281592427403666
298,2,-179402.28529833737,262.97610048326897
298,3,-179122.46843145677,542.7929673638719
298,4,-179458.738855989,206.52254283163347
298,5,-179381.51742758116,283.7439712394844
299,0,-179665.26139882064,0.0
299,1,-179655.3761948453,9.885203975340119
299,2,-179246.31755267523,418.94384614541195
299,3,-179236.92818801405,428.33321080659516
299,4,-179400.87119679473,264.390202025912
299,5,-179378.52754582677,286.73385299387155
300,0,-179665.26139882064,0.0
300,1,-179653.6397339803,11.621664840349695
300,2,-179208.05678445875,457.2046143618936
300,3,-179176.96481511765,488.2965837029915
300,4,-179326.85943586007,338.4019629605755
300,5,-179370.86132972632,294.4000690943212
301,0,-179665.26139882064,0.0
301,1,-179654.3185898122,10.942809008440236
301,2,-179376.3965291167,288.86486970394617
301,3,-179315.2789781618,349.98242065883824
301,4,-179400.72530589922,264.5360929214221
301,5,-179410.20304004604,255.05835877460777
302,0,-179665.26139882064,0.0
302,1,-179655.60252731552,9.65887150511844
302,2,-179350.6750833623,314.5863154583494
302,3,-179265.6912672182,399.57013160243514
302,4,-179420.6282535976,244.63314522305154
302,5,-179397.25441744205,268.0069813785958
303,0,-179665.26139882064,0.0
303,1,-179654.46868897654,10.79270984409959
303,2,-179304.67936656432,360.58203225632315
303,3,-179120.2926401876,544.9687586330401
303,4,-179449.30236468124,215.95903413940687
303,5,-179416.65135224088,248.61004657976446
304,0,-179665.26139882064,0.0
304,1,-179653.405050781,11.85634803964058
304,2,-179337.23232239537,328.02907642527134
304,3,-179195.3071756264,469.9542231942469
304,4,-179424.19706622072,241.06433259992627
304,5,-179371.74777769836,293.51362112228526
305,0,-179665.26139882064,0.0
305,1,-179653.43235269142,11.829046129219932
305,2,-179284.29730371202,380.9640951086185
305,3,-179165.43618243394,499.82521638670005
305,4,-179413.19925747043,252.06214135020855
305,5,-179412.14296241972,253.1184364009241
306,0,-179665.26139882064,0.0
306,1,-179651.63093567698,13.63046314366511
306,2,-179341.65744802347,323.60395079717273
306,3,-179127.4178810492,537.8435177714564
306,4,-179418.0634106905,247.19798813015223
306,5,-179418.30981803683,246.95158078381792
307,0,-179665.26139882064,0.0
307,1,-179650.82612649293,14.435272327711573
307,2,-179380.2824355889,284.9789632317552
307,3,-179238.16559106935,427.09580775129143
307,4,-179359.65112589393,305.61027292671497
307,5,-179402.70279090662,262.5586079140194
308,0,-179665.26139882064,0.0
308,1,-179650.62022063526,14.64117818538216
308,2,-179368.34728040127,296.91411841937224
308,3,-179351.62875172307,313.6326470975764
308,4,-179344.31524821278,320.946150607866
308,5,-179400.846231072,264.41516774863703
309,0,-179665.26139882064,0.0
309,1,-179649.5061835647,15.755215255951043
309,2,-179288.8814479688,376.3799508518423
309,3,-179325.9609729248,339.300425895839
309,4,-179402.12237127355,263.13902754709125
309,5,-179395.5906697195,269.67072910114075
310,0,-179665.26139882064,0.0
310,1,-179646.24073551115,19.020663309493102
310,2,-179119.15966924958,546.1017295710626
310,3,-179217.31690736103,447.9444914596097
310,4,-179428.73099900654,236.53039981410257
310,5,-179309.23294185902,356.02845696161967
311,0,-179665.26139882064,0.0
311,1,-179642.2544220002,23.006976820441196
311,2,-179165.46619627826,499.7952025423874
311,3,-179189.21051084824,476.0508879724075
311,4,-179451.35882424627,213.9025745743711
311,5,-179275.13692696794,390.1244718527014
312,0,-179665.26139882064,0.0
312,1,-179638.3586532457,26.902745574945584
312,2,-179015.98236804924,649.2790307714022
312,3,-179175.2158825118,490.0455163088336
312,4,-179444.99939544618,220.26200337446062
312,5,-179301.27941976648,363.981979054166
313,0,-179665.26139882064,0.0
313,1,-179637.63986635525,27.621532465389464
313,2,-179169.70896234704,495.55243647360476
313,3,-178952.76513018395,712.4962686366925
313,4,-179378.05166718343,287.2097316372092
313,5,-179292.61426556224,372.6471332584042
314,0,-179665.26139882064,0.0
314,1,-179643.43132057518,21.830078245460754
314,2,-179328.2621128359,336.99928598475526
314,3,-179036.89999489352,628.3614039271197
314,4,-179430.76429348136,234.4971053392801
314,5,-179335.6143306777,329.64706814294914
315,0,-179665.26139882064,0.0
315,1,-179647.10198223684,18.15941658380325
315,2,-179308.40998513592,356.8514136847225
315,3,-179071.67112710368,593.5902717169665
315,4,-179427.09685946422,238.16453935642494
315,5,-179338.03541839198,327.22598042865866
316,0,-179665.26139882064,0.0
316,1,-179648.56457365074,16.696825169899967
316,2,-179293.8377504906,371.42364833003376
316,3,-178864.51552718366,800.7458716369874
316,4,-179394.05878906115,271.2026097594935
316,5,-179408.08240346547,257.1789953551779
317,0,-179665.26139882064,0.0
317,1,-179649.10449498522,16.156903835420962
317,2,-179275.57810732577,389.68329149487545
317,3,-178966.03917540537,699.2222234152723
317,4,-179347.63608624463,317.6253125760122
317,5,-179405.21761698707,260.04378183357767
318,0,-179665.26139882064,0.0
318,1,-179649.20938254,16.052016280649696
318,2,-179269.55928558446,395.70211323618423
318,3,-179060.71651268742,604.5448861332261
318,4,-179337.74666202327,327.51473679736955
318,5,-179389.10269614242,276.15870267822174
319,0,-179665.26139882064,0.0
319,1,-179646.9529975667,18.308401253947522
319,2,-179331.6437828259,333.6176159947354
319,3,-179168.7326879883,496.5287108323537
319,4,-179352.80020890935,312.46118991129333
319,5,-179393.7624707403,271.498928080342
320,0,-179665.26139882064,0.0
320,1,-179643.478100575,21.78329824563116
320,2,-179283.65160715536,381.6097916652798
320,3,-179099.0546069346,566.2067918860412
320,4,-179361.95865325132,303.3027455693227
320,5,-179342.74008219197,322.5213166286703
321,0,-179665.26139882064,0.0
321,1,-179643.89532680289,21.366072017757688
321,2,-179143.79089718556,521.4705016350781
321,3,-178839.3234733767,825.9379254439555
321,4,-179255.40289026537,409.8585085552768
321,5,-179338.89443993868,326.3669588819612
322,0,-179665.26139882064,0.0
322,1,-179647.7615111842,17.49988763645524
322,2,-178824.19204991174,841.0693489089026
322,3,-178822.05830014078,843.2030986798636
322,4,-179363.48497609067,301.77642272997764
322,5,-179388.38279247197,276.87860634867684
323,0,-179665.26139882064,0.0
323,1,-179649.51398121635,15.747417604288785
323,2,-178795.39255495463,869.8688438660174
323,3,-178517.76865622913,1147.4927425915084
323,4,-179359.09394421533,306.1674546053109
323,5,-179357.23931434134,308.0220844793075
324,0,-179665.26139882064,0.0
324,1,-179648.90845596863,16.352942852012347
324,2,-178888.53481189808,776.7265869225666
324,3,-178830.14801084614,835.113387974503
324,4,-179355.62711900586,309.6342798147816
324,5,-179143.8994416266,521.3619571940508
325,0,-179665.26139882064,0.0
325,1,-179648.057049545,17.204349275649292
325,2,-178846.2289532086,819.0324456120434
325,3,-179176.39251956937,488.8688792512694
325,4,-179333.57003500452,331.69136381612043
325,5,-179205.40065198112,459.8607468395203
326,0,-179665.26139882064,0.0
326,1,-179647.5673978683,17.694000952353235
326,2,-179120.7282732441,544.5331255765341
326,3,-179201.91972948864,463.3416693320032
326,4,-179387.20522934062,278.05616948002717
326,5,-179240.10432894938,425.1570698712603
327,0,-179665.26139882064,0.0
327,1,-179646.84258855105,18.41881026959163
327,2,-179234.16542183643,431.09597698421567
327,3,-179154.57631576902,510.6850830516196
327,4,-179377.64654308092,287.6148557397246
327,5,-179260.28112330934,404.9802755113051
328,0,-179665.26139882064,0.0
328,1,-179645.9550839191,19.306314901536098
328,2,-179289.67480937915,375.5865894414892
328,3,-179277.83938330106,387.4220155195799
328,4,-179289.76252171505,375.49887710559415
328,5,-179235.0118590142,430.2495398064493
329,0,-179665.26139882064,0.0
329,1,-179644.48373728208,20.777661538566463
329,2,-179330.47266867524,334.78873014540295
329,3,-179319.54569083985,345.71570798079483
329,4,-179317.82993754157,347.43146127907676
329,5,-179289.63302499297,375.62837382766884
330,0,-179665.26139882064,0.0
330,1,-179642.62752906675,22.633869753888575
330,2,-179333.63619454738,331.6252042732667
330,3,-179338.81263595723,326.4487628634088
330,4,-179341.84590213507,323.41549668557127
330,5,-179162.77674491712,502.48465390352067
331,0,-179665.26139882064,0.0
331,1,-179643.96704232378,21.29435649685911
331,2,-179338.65501724993,326.6063815707166
331,3,-179239.6706648374,425.5907339832338
331,4,-179340.01582802224,325.2455707984045
331,5,-179190.3668094908,474.8945893298369
332,0,-179665.26139882064,0.0
332,1,-179645.60146816878,19.65993065186194
332,2,-179328.96645728484,336.2949415358016
332,3,-179195.71614733498,469.5452514856588
332,4,-179308.67063272247,356.59076609817566
332,5,-179138.21082811378,527.050570706866
333,0,-179665.26139882064,0.0
333,1,-179641.52290410077,23.738494719873415
333,2,-179368.3929339099,296.8684649107454
333,3,-179279.445317279,385.8160815416486
333,4,-179341.87873040963,323.38266841100994
333,5,-179122.3986458052,542.8627530154481
334,0,-179665.26139882064,0.0
334,1,-179641.74811121644,23.51328760420438
334,2,-179384.6692114851,280.5921873355401
334,3,-179317.60550415778,347.65589466286474
334,4,-179372.1041458024,293.15725301823113
334,5,-179087.14617332758,578.1152254930639
335,0,-179665.26139882064,0.0
335,1,-179641.12917031304,24.13222850760212
335,2,-179198.06231804605,467.1990807745897
335,3,-179398.43548299524,266.8259158254077
335,4,-179366.92252853405,298.3388702865923
335,5,-178905.51721222737,759.7441865932778
336,0,-179665.26139882064,0.0
336,1,-179638.4653286821,26.796070138545474
336,2,-179127.37764147148,537.8837573491619
336,3,-179321.53807883878,343.72331998185837
336,4,-179169.15191114327,496.10948767737136
336,5,-179199.11716553135,466.14423328929115
337,0,-179665.26139882064,0.0
337,1,-179634.40304251126,30.85835630938527
337,2,-179233.77108026217,431.4903185584699
337,3,-179342.73989188139,322.52150693925796
337,4,-179172.90080709275,492.360591727891
337,5,-179196.56975488111,468.69164393952815
338,0,-179665.26139882064,0.0
338,1,-179630.22304907936,35.03834974128404
338,2,-179319.9918706533,345.2695281673514
338,3,-179341.51286032374,323.7485384969041
338,4,-179095.01450622076,570.2468925998837
338,5,-179317.41260477938,347.8487940412597
339,0,-179665.26139882064,0.0
339,1,-179630.76888260682,34.492516213824274
339,2,-179360.43908021302,304.8223186076211
339,3,-179370.50529777372,294.7561010469217
339,4,-178904.8619966552,760.3994021654362
339,5,-179289.83805551287,375.4233433077752
340,0,-179665.26139882064,0.0
340,1,-179634.23154274691,31.029856073728297
340,2,-179298.00982404363,367.2515747770085
340,3,-179363.53743888738,301.7239599332679
340,4,-179099.18595486393,566.0754439567099
340,5,-179357.7232662532,307.53813256745343
341,0,-179665.26139882064,0.0
341,1,-179632.47260290576,32.7887959148793
341,2,-179298.15695430952,367.10444451111834
341,3,-179302.50185366275,362.75954515789635
341,4,-178896.98220518118,768.2791936394642
341,5,-179362.72766632942,302.53373249122524
342,0,-179665.26139882064,0.0
342,1,-179626.20179203915,39.05960678149131
342,2,-179338.90308709338,326.35831172726466
342,3,-179340.23566784224,325.0257309784065
342,4,-179317.26034106023,348.00105776041164
342,5,-179375.6841996361,289.5771991845395
343,0,-179665.26139882064,0.0
343,1,-179621.5074066941,43.75399212655611
343,2,-179168.61342499242,496.64797382822144
343,3,-179392.73423168564,272.5271671350056
343,4,-179329.7734727954,335.48792602523463
343,5,-179371.2096455335,294.0517532871454
344,0,-179665.26139882064,0.0
344,1,-179616.6629013076,48.598497513041366
344,2,-179051.32665741447,613.9347414061776
344,3,-179332.84255855772,332.41884026292246
344,4,-179292.95289075765,372.30850806299713
344,5,-179349.29803733816,315.9633614824852
345,0,-179665.26139882064,0.0
345,1,-179607.66282227833,57.598576542310184
345,2,-179104.8410532915,560.4203455291572
345,3,-179208.43461229344,456.8267865272064
345,4,-179318.92107522837,346.3403235922742
345,5,-179353.0081143671,312.2532844535308
346,0,-179665.26139882064,0.0
346,1,-179597.20857744908,68.05282137155882
346,2,-179033.1448791414,632.1165196792572
346,3,-178901.20549720776,764.0559016128827
346,4,-179349.5978048845,315.6635939361295
346,5,-179333.99904185813,331.2623569625139
347,0,-179665.26139882064,0.0
347,1,-179587.21185111487,78.04954770577024
347,2,-178984.36139954804,680.8999992726021
347,3,-179388.683688208,276.57771061264793
347,4,-179310.55989582537,354.7015029952745
347,5,-179334.63366441533,330.62773440530873
348,0,-179665.26139882064,0.0
348,1,-179573.85233182082,91.40906699982588
348,2,-179027.65641982396,637.6049789966783
348,3,-179313.20114112605,352.06025769459666
348,4,-178816.2068849582,849.0545138624439
348,5,-179347.72971883696,317.53167998368735
349,0,-179665.26139882064,0.0
349,1,-179560.7856007359,104.47579808474984
349,2,-179073.7996792487,591.4617195719329
349,3,-179260.83029786104,404.43110095959855
349,4,-178558.3922826353,1106.8691161853494
349,5,-179370.4632365975,294.79816222313093
350,0,-179665.26139882064,0.0
350,1,-179531.8868866637,133.37451215693727
350,2,-179053.8422187607,611.419180059951
350,3,-179428.58488640512,236.67651241552085
350,4,-179142.35803582933,522.9033629913174
350,5,-179383.54563345865,281.7157653619943
351,0,-179665.26139882064,0.0
351,1,-179507.8248343449,157.43656447573449
351,2,-179305.39123561222,359.8701632084267
351,3,-179442.0082314018,223.25316741885035
351,4,-179312.5116465364,352.74975228423136
351,5,-179354.9970089456,310.2643898750539
352,0,-179665.26139882064,0.0
352,1,-179495.83606580598,169.42533301466028
352,2,-179218.2040729888,447.05732583184727
352,3,-179453.12276377509,212.13863504555775
352,4,-179351.46485453646,313.79654428418144
352,5,-179428.0805237809,237.18087503974675
353,0,-179665.26139882064,0.0
353,1,-179474.3625122476,190.89888657303527
353,2,-179184.70380087278,480.5575979478599
353,3,-179472.07991472626,193.18148409438436
353,4,-179342.6815064802,322.57989234043634
353,5,-179419.1099089588,246.1514898618334
354,0,-179665.26139882064,0.0
354,1,-179463.6980930756,201.56330574504682
354,2,-179095.3256290058,569.9357698148524
354,3,-179474.80126575663,190.46013306401437
354,4,-179333.949847988,331.31155083264457
354,5,-179413.63371205959,251.6276867610577
355,0,-179665.26139882064,0.0
355,1,-179442.26589915235,222.99549966829363
355,2,-179011.08808392385,654.1733148967905
355,3,-179462.62333079334,202.6380680272996
355,4,-179349.782928513,315.4784703076293
355,5,-179421.51157904297,243.7498197776731
356,0,-179665.26139882064,0.0
356,1,-179428.10863197,237.15276685063145
356,2,-179130.451429916,534.8099689046503
356,3,-179443.82848703896,221.43291178168147
356,4,-179351.88806931855,313.37332950209384
356,5,-179400.65462651334,264.6067723073065
357,0,-179665.26139882064,0.0
357,1,-179432.44395715915,232.81744166149292
357,2,-179116.63711718027,548.6242816403683
357,3,-179446.51820791175,218.74319090889185
357,4,-179284.86405226353,380.397346557118
357,5,-179394.18006633624,271.0813324844057
358,0,-179665.26139882064,0.0
358,1,-179440.01350149242,225.24789732822683
358,2,-178361.95939496954,1303.3020038511022
358,3,-179380.5973618706,284.6640369500383
358,4,-179279.6276518071,385.6337470135477
358,5,-179385.12399646748,280.137402353168
359,0,-179665.26139882064,0.0
359,1,-179458.2450765725,207.01632224814966
359,2,-178362.60618673326,1302.655212087382
359,3,-179212.93486012734,452.32653869330534
359,4,-179262.65473461495,402.6066642056976
359,5,-179374.65671562284,290.60468319780193
360,0,-179665.26139882064,0.0
360,1,-179480.91906151082,184.3423373098194
360,2,-178181.5614564431,1483.6999423775414
360,3,-178911.00022730703,754.2611715136154
360,4,-179247.56388693102,417.69751188962255
360,5,-179339.15091716568,326.1104816549632
361,0,-179665.26139882064,0.0
361,1,-179494.9277089883,170.3336898323323
361,2,-178431.8831923365,1233.3782064841362
361,3,-178779.83873320438,885.4226656162646
361,4,-179083.54857894254,581.7128198780993
361,5,-179341.7334179916,323.5279808290361
362,0,-179665.26139882064,0.0
362,1,-179505.23679146863,160.0246073520102
362,2,-178949.77450355788,715.4868952627585
362,3,-179123.67096304224,541.590435778402
362,4,-179103.0262909583,562.2351078623324
362,5,-179347.41120423397,317.85019458667375
363,0,-179665.26139882064,0.0
363,1,-179505.92941822598,159.33198059466667
363,2,-179095.84797654895,569.4134222716966
363,3,-179278.55700674615,386.7043920744909
363,4,-179063.56388495932,601.6975138613197
363,5,-179403.628046325,261.6333524956426
364,0,-179665.26139882064,0.0
364,1,-179515.3136498024,149.94774901823257
364,2,-179157.99470526833,507.2666935523157
364,3,-179321.39801077705,343.8633880435955
364,4,-178909.09837007176,756.1630287488806
364,5,-179402.3378217748,262.9235770458472
365,0,-179665.26139882064,0.0
365,1,-179514.25717214495,151.00422667569364
365,2,-179192.1449457526,473.11645306803985
365,3,-179389.96336964867,275.2980291719723
365,4,-178938.78624156126,726.4751572593814
365,5,-179387.36354988412,277.8978489365254
366,0,-179665.26139882064,0.0
366,1,-179507.83025696655,157.43114185408922
366,2,-179215.77346324452,449.48793557612225
366,3,-179397.14936771922,268.1120311014238
366,4,-179097.23597529763,568.0254235230095
366,5,-179363.49049919637,301.7708996242727
367,0,-179665.26139882064,0.0
367,1,-179504.59414897626,160.66724984438042
367,2,-179238.47395988714,426.78743893350475
367,3,-179422.8634410077,242.3979578129365
367,4,-179115.86884352422,549.392555296421
367,5,-179385.40424150293,279.8571573177178
368,0,-179665.26139882064,0.0
368,1,-179507.73598027922,157.52541854142328
368,2,-179200.47177072332,464.78962809732184
368,3,-179439.55149033357,225.70990848707152
368,4,-179155.62840071073,509.63299810991157
368,5,-179408.39768065952,256.8637181611266
369,0,-179665.26139882064,0.0
369,1,-179498.9525273688,166.3088714518526
369,2,-179211.02582465668,454.23557416396216
369,3,-179431.90228797455,233.35911084609688
369,4,-179242.14138696052,423.1200118601264
369,5,-179401.13937976028,264.1220190603635
370,0,-179665.26139882064,0.0
370,1,-179493.86160220337,171.39979661727557
370,2,-179204.2252836395,461.0361151811376
370,3,-179396.64802420748,268.61337461316725
370,4,-179355.21579567078,310.04560314986156
370,5,-179403.9013395495,261.36005927113
371,0,-179665.26139882064,0.0
371,1,-179501.1386184365,164.1227803841466
371,2,-179303.7876349429,361.47376387772965
371,3,-179354.12105289672,311.1403459239227
371,4,-179367.34084354131,297.92055527932825
371,5,-179427.2333980371,238.02800078355358
372,0,-179665.26139882064,0.0
372,1,-179506.07928566824,159.18211315240478
372,2,-179827.59811510172,-162.3367162810755
372,3,-179368.48886743406,296.77253138658125
372,4,-179369.66314948784,295.5982493328047
372,5,-179404.78644925376,260.47494956688024
373,0,-179665.26139882064,0.0
373,1,-179504.22631139247,161.03508742817212
373,2,-179310.90895084463,354.352447976009
373,3,-179216.92465066735,448.3367481532914
373,4,-179360.13129331818,305.1301055024669
373,5,-179359.4177250616,305.84367375905276
374,0,-179665.26139882064,0.0
374,1,-179512.30588471622,152.95551410442567
374,2,-179235.57567246957,429.6857263510756
374,3,-179290.1786080953,375.0827907253406
374,4,-179333.86927036475,331.3921284558892
374,5,-179327.62460366893,337.6367951517168
375,0,-179665.26139882064,0.0
375,1,-179544.31845559992,120.94294322072528
375,2,-179224.20213758893,441.0592612317123
375,3,-179038.3401243195,626.9212745011318
375,4,-179289.80771123953,375.45368758111726
375,5,-179368.99719566904,296.26420315160067
376,0,-179665.26139882064,0.0
376,1,-179550.429928942,114.83146987864166
376,2,-179300.46460379267,364.7967950279708
376,3,-179432.3828905469,232.87850827374496
376,4,-179343.0760663334,322.18533248725
376,5,-179376.8367231127,288.42467570793815
377,0,-179665.26139882064,0.0
377,1,-179555.9520779082,109.30932091243449
377,2,-179330.55989720556,334.70150161508354
377,3,-179440.4881525403,224.77324628035421
377,4,-179369.63901278685,295.6223860337923
377,5,-179325.7052433,339.5561555206368
378,0,-179665.26139882064,0.0
378,1,-179552.73005196842,112.53134685222176
378,2,-179408.52998933854,256.73140948210494
378,3,-179410.35271972706,254.9086790935835
378,4,-179374.9853097744,290.27608904623776
378,5,-179376.35057578853,288.9108230321144
379,0,-179665.26139882064,0.0
379,1,-179568.3285207375,96.93287808314199
379,2,-179313.23817979608,352.0232190245588
379,3,-179384.2857369233,280.97566189733334
379,4,-179348.54744077683,316.7139580438088
379,5,-179441.4965459767,223.76485284394585
380,0,-179665.26139882064,0.0
380,1,-179585.02378572704,80.2376130936027
380,2,-179233.56039428376,431.70100453688065
380,3,-179297.83152802373,367.42987079691375
380,4,-179374.3403839175,290.92101490314235
380,5,-179416.466148029,248.79525079164887
381,0,-179665.26139882064,0.0
381,1,-179586.17332276143,79.08807605921174
381,2,-179328.30133355936,336.9600652612862
381,3,-179327.87689082336,337.3845079972816
381,4,-179347.48472070423,317.77667811641004
381,5,-179396.6317968149,268.62960200573434
382,0,-179665.26139882064,0.0
382,1,-179578.82338497738,86.4380138432607
382,2,-179254.69128291993,410.5701159007149
382,3,-179393.23403055922,272.02736826142063
382,4,-179348.8560496656,316.40534915504395
382,5,-179415.64115570605,249.6202431145939
383,0,-179665.26139882064,0.0
383,1,-179578.29112675827,86.97027206237544
383,2,-179231.2236851615,434.03771365914145
383,3,-179388.32272994475,276.93866887589684
383,4,-179343.70554371472,321.5558551059221
383,5,-179362.36311992374,302.8982788969006
384,0,-179665.26139882064,0.0
384,1,-179572.43528275212,92.82611606852151
384,2,-179188.19164171524,477.0697571054043
384,3,-179351.38441639114,313.87698242950137
384,4,-179279.78634500114,385.4750538195076
384,5,-179345.84836525415,319.41303356649587
385,0,-179665.26139882064,0.0
385,1,-179554.0124000738,111.24899874682887
385,2,-179348.27768246844,316.98371635220246
385,3,-179349.68973312137,315.5716656992736
385,4,-179060.70057161612,604.560827204521
385,5,-179277.15084719064,388.1105516300013
386,0,-179665.26139882064,0.0
386,1,-179517.68493145765,147.5764673629892
386,2,-179275.1669496704,390.0944491502305
386,3,-179265.84887397778,399.4125248428609
386,4,-179233.56999719428,431.69140162636177
386,5,-179351.6083801044,313.65301871625707
387,0,-179665.26139882064,0.0
387,1,-179526.1844435685,139.0769552521524
387,2,-179244.5372182735,420.72418054714217
387,3,-179263.4587498072,401.80264901343617
387,4,-179303.8411194861,361.4202793345321
387,5,-179398.4533454473,266.80805337333004
388,0,-179665.26139882064,0.0
388,1,-179530.21313036355,135.04826845708885
388,2,-179248.56876946025,416.69262936039013
388,3,-179301.2818147317,363.97958408895647
388,4,-179310.14865391742,355.112744903221
388,5,-179431.0965551586,234.16484366203076
389,0,-179665.26139882064,0.0
389,1,-179536.35470292022,128.9066959004267
389,2,-178819.4373242229,845.8240745977382
389,3,-179230.77124141812,434.490157402528
389,4,-179311.98523491452,353.2761639061209
389,5,-179429.8825622247,235.3788365959481
390,0,-179665.26139882064,0.0
390,1,-179566.51089383446,98.7505049861793
390,2,-178643.5781897672,1021.6832090534444
390,3,-179147.71252817853,517.5488706421165
390,4,-179290.342008257,374.91939056364936
390,5,-179391.43178363118,273.82961518946104
391,0,-179665.26139882064,0.0
391,1,-179571.30046761117,93.96093120946898
391,2,-179190.95327707203,474.30812174861785
391,3,-179086.5316551641,578.7297436565568
391,4,-179296.99022251376,368.2711763068801
391,5,-179388.0077221599,277.25367666073726
392,0,-179665.26139882064,0.0
392,1,-179566.33173087655,98.92966794408858
392,2,-179317.3202951183,347.94110370235285
392,3,-178554.42259786386,1110.8388009567861
392,4,-179281.36226179378,383.8991370268632
392,5,-179420.4720858668,244.789312953857
393,0,-179665.26139882064,0.0
393,1,-179564.5353958126,100.72600300805061
393,2,-179298.3199558241,366.94144299655454
393,3,-178542.57370249496,1122.68769632568
393,4,-179308.80410608085,356.4572927397967
393,5,-179431.10697835154,234.15442046910175
394,0,-179665.26139882064,0.0
394,1,-179570.65648927537,94.60490954527631
394,2,-179301.01880958656,364.2425892340834
394,3,-178858.59628581163,806.6651130090177
394,4,-179304.2502675976,361.0111312230292
394,5,-179412.4497949414,252.81160387923592
395,0,-179665.26139882064,0.0
395,1,-179569.65281668244,95.60858213820029
395,2,-179325.59115809068,339.6702407299599
395,3,-178908.9795140309,756.2818847897288
395,4,-179315.63000244234,349.6313963783032
395,5,-179411.43944624026,253.821952580387
396,0,-179665.26139882064,0.0
396,1,-179566.31964398717,98.94175483347499
396,2,-179327.3421065709,337.9192922497459
396,3,-179116.9530645108,548.3083343098406
396,4,-179340.9329907721,324.3284080485464
396,5,-179408.85489507738,256.40650374325924
397,0,-179665.26139882064,0.0
397,1,-179562.77710717468,102.48429164596018
397,2,-179368.18132430283,297.08007451781305
397,3,-179174.03901462606,491.22238419458154
397,4,-179365.13825756407,300.1231412565685
397,5,-179403.55572645116,261.7056723694841
398,0,-179665.26139882064,0.0
398,1,-179573.8275173204,91.43388150024111
398,2,-179331.99780025566,333.2635985649831
398,3,-179133.71453611512,531.5468627055234
398,4,-179296.76408522675,368.4973135938926
398,5,-179410.78798533505,254.47341348559712
399,0,-179665.26139882064,0.0
399,1,-179578.78083616606,86.48056265458581
399,2,-179293.4614571453,371.79994167533005
399,3,-179245.4234474164,419.83795140424627
399,4,-179316.23465223482,349.02674658581964
399,5,-179410.62493522343,254.63646359721315
400,0,-179665.26139882064,0.0
400,1,-179576.6456336813,88.61576513934415
400,2,-179240.16327583374,425.0981229869067
400,3,-179097.12478837903,568.1366104416084
400,4,-179284.74477240915,380.51662641149596
400,5,-179418.21819305597,247.04320576466853
401,0,-179665.26139882064,0.0
401,1,-179577.28173849275,87.97966032789554
401,2,-179090.0172152254,575.2441835952341
401,3,-179254.09122808062,411.1701707400207
401,4,-179143.80849889826,521.452899922384
401,5,-179387.58280526483,277.6785935558146
402,0,-179665.26139882064,0.0
402,1,-179572.80111042582,92.4602883948246
402,2,-179082.6448110352,582.616587785451
402,3,-179222.39793598224,442.8634628384025
402,4,-179073.6976626671,591.5637361535337
402,5,-179411.25907426787,254.00232455277
403,0,-179665.26139882064,0.0
403,1,-179572.10350511887,93.15789370177663
403,2,-179324.2445467509,341.01685206973343
403,3,-179271.05402193114,394.2073768895061
403,4,-179308.94941529492,356.3119835257239
403,5,-179418.83360599406,246.42779282658012
404,0,-179665.26139882064,0.0
404,1,-179563.8938279745,101.36757084613782
404,2,-179274.00771160048,391.2536872201599
404,3,-179347.7049592519,317.5564395687543
404,4,-179378.26664493207,286.99475388857536
404,5,-179283.39077906022,381.8706197604188
405,0,-179665.26139882064,0.0
405,1,-179554.69484825034,110.5665505703073
405,2,-179242.9401799963,422.3212188243342
405,3,-179290.364487099,374.8969117216475
405,4,-179390.4360833246,274.8253154960403
405,5,-179322.361009812,342.90038900863146
406,0,-179665.26139882064,0.0
406,1,-179550.43673046734,114.82466835330706
406,2,-179264.29958422607,400.9618145945715
406,3,-179232.866682169,432.39471665164456
406,4,-179405.574476888,259.68692193264724
406,5,-179417.52346538115,247.73793343949364
