frame,energy_eV_raw
2076,-179665.26139882064
2077,-179597.20857744908
2078,-179033.1448791414
2079,-178901.20549720776
2080,-179349.5978048845
2081,-179333.99904185813
2082,-179665.26139882064
2083,-179587.21185111487
2084,-178984.36139954804
2085,-179388.683688208
2086,-179310.55989582537
2087,-179334.63366441533
2088,-179665.26139882064
2089,-179573.85233182082
2090,-179027.65641982396
2091,-179313.20114112605
2092,-178816.2068849582
2093,-179347.72971883696
2094,-179665.26139882064
2095,-179560.7856007359
2096,-179073.7996792487
2097,-179260.83029786104
2098,-178558.3922826353
2099,-179370.4632365975
2100,-179665.26139882064
2101,-179531.8868866637
2102,-179053.8422187607
2103,-179428.58488640512
2104,-179142.35803582933
2105,-179383.54563345865
2106,-179665.26139882064
2107,-179507.8248343449
2108,-179305.39123561222
2109,-179442.0082314018
2110,-179312.5116465364
2111,-179354.9970089456
2112,-179665.26139882064
2113,-179495.83606580598
2114,-179218.2040729888
2115,-179453.12276377509
2116,-179351.46485453646
2117,-179428.0805237809
2118,-179665.26139882064
2119,-179474.3625122476
2120,-179184.70380087278
2121,-179472.07991472626
2122,-179342.6815064802
2123,-179419.1099089588
2124,-179665.26139882064
2125,-179463.6980930756
2126,-179095.3256290058
2127,-179474.80126575663
2128,-179333.949847988
2129,-179413.63371205959
2130,-179665.26139882064
2131,-179442.26589915235
2132,-179011.08808392385
2133,-179462.62333079334
2134,-179349.782928513
2135,-179421.51157904297
2136,-179665.26139882064
2137,-179428.10863197
2138,-179130.451429916
2139,-179443.82848703896
2140,-179351.88806931855
2141,-179400.65462651334
2142,-179665.26139882064
2143,-179432.44395715915
2144,-179116.63711718027
2145,-179446.51820791175
2146,-179284.86405226353
2147,-179394.18006633624
2148,-179665.26139882064
2149,-179440.01350149242
2150,-178361.95939496954
2151,-179380.5973618706
2152,-179279.6276518071
2153,-179385.12399646748
2154,-179665.26139882064
2155,-179458.2450765725
2156,-178362.60618673326
2157,-179212.93486012734
2158,-179262.65473461495
2159,-179374.65671562284
2160,-179665.26139882064
2161,-179480.91906151082
2162,-178181.5614564431
2163,-178911.00022730703
2164,-179247.56388693102
2165,-179339.15091716568
2166,-179665.26139882064
2167,-179494.9277089883
2168,-178431.8831923365
2169,-178779.83873320438
2170,-179083.54857894254
2171,-179341.7334179916
2172,-179665.26139882064
2173,-179505.23679146863
2174,-178949.77450355788
2175,-179123.67096304224
2176,-179103.0262909583
2177,-179347.41120423397
2178,-179665.26139882064
2179,-179505.92941822598
2180,-179095.84797654895
2181,-179278.55700674615
2182,-179063.56388495932
2183,-179403.628046325
2184,-179665.26139882064
2185,-179515.3136498024
2186,-179157.99470526833
2187,-179321.39801077705
2188,-178909.09837007176
2189,-179402.3378217748
2190,-179665.26139882064
2191,-179514.25717214495
2192,-179192.1449457526
2193,-179389.96336964867
2194,-178938.78624156126
2195,-179387.36354988412
2196,-179665.26139882064
2197,-179507.83025696655
2198,-179215.77346324452
2199,-179397.14936771922
2200,-179097.23597529763
2201,-179363.49049919637
2202,-179665.26139882064
2203,-179504.59414897626
2204,-179238.47395988714
2205,-179422.8634410077
2206,-179115.86884352422
2207,-179385.40424150293
2208,-179665.26139882064
2209,-179507.73598027922
2210,-179200.47177072332
2211,-179439.55149033357
2212,-179155.62840071073
2213,-179408.39768065952
2214,-179665.26139882064
2215,-179498.9525273688
2216,-179211.02582465668
2217,-179431.90228797455
2218,-179242.14138696052
2219,-179401.13937976028
2220,-179665.26139882064
2221,-179493.86160220337
2222,-179204.2252836395
2223,-179396.64802420748
2224,-179355.21579567078
2225,-179403.9013395495
2226,-179665.26139882064
2227,-179501.1386184365
2228,-179303.7876349429
2229,-179354.12105289672
2230,-179367.34084354131
2231,-179427.2333980371
2232,-179665.26139882064
2233,-179506.07928566824
2234,-179827.59811510172
2235,-179368.48886743406
2236,-179369.66314948784
2237,-179404.78644925376
2238,-179665.26139882064
2239,-179504.22631139247
2240,-179310.90895084463
2241,-179216.92465066735
2242,-179360.13129331818
2243,-179359.4177250616
2244,-179665.26139882064
2245,-179512.30588471622
2246,-179235.57567246957
2247,-179290.1786080953
2248,-179333.86927036475
2249,-179327.62460366893
2250,-179665.26139882064
2251,-179544.31845559992
2252,-179224.20213758893
2253,-179038.3401243195
2254,-179289.80771123953
2255,-179368.99719566904
2256,-179665.26139882064
2257,-179550.429928942
2258,-179300.46460379267
2259,-179432.3828905469
2260,-179343.0760663334
2261,-179376.8367231127
2262,-179665.26139882064
2263,-179555.9520779082
2264,-179330.55989720556
2265,-179440.4881525403
2266,-179369.63901278685
2267,-179325.7052433
2268,-179665.26139882064
2269,-179552.73005196842
2270,-179408.52998933854
2271,-179410.35271972706
2272,-179374.9853097744
2273,-179376.35057578853
2274,-179665.26139882064
2275,-179568.3285207375
2276,-179313.23817979608
2277,-179384.2857369233
2278,-179348.54744077683
2279,-179441.4965459767
2280,-179665.26139882064
2281,-179585.02378572704
2282,-179233.56039428376
2283,-179297.83152802373
2284,-179374.3403839175
2285,-179416.466148029
2286,-179665.26139882064
2287,-179586.17332276143
2288,-179328.30133355936
2289,-179327.87689082336
2290,-179347.48472070423
2291,-179396.6317968149
2292,-179665.26139882064
2293,-179578.82338497738
2294,-179254.69128291993
2295,-179393.23403055922
2296,-179348.8560496656
2297,-179415.64115570605
2298,-179665.26139882064
2299,-179578.29112675827
2300,-179231.2236851615
2301,-179388.32272994475
2302,-179343.70554371472
2303,-179362.36311992374
2304,-179665.26139882064
2305,-179572.43528275212
2306,-179188.19164171524
2307,-179351.38441639114
2308,-179279.78634500114
2309,-179345.84836525415
2310,-179665.26139882064
2311,-179554.0124000738
2312,-179348.27768246844
2313,-179349.68973312137
2314,-179060.70057161612
2315,-179277.15084719064
2316,-179665.26139882064
2317,-179517.68493145765
2318,-179275.1669496704
2319,-179265.84887397778
2320,-179233.56999719428
2321,-179351.6083801044
2322,-179665.26139882064
2323,-179526.1844435685
2324,-179244.5372182735
2325,-179263.4587498072
2326,-179303.8411194861
2327,-179398.4533454473
2328,-179665.26139882064
2329,-179530.21313036355
2330,-179248.56876946025
2331,-179301.2818147317
2332,-179310.14865391742
2333,-179431.0965551586
2334,-179665.26139882064
2335,-179536.35470292022
2336,-178819.4373242229
2337,-179230.77124141812
2338,-179311.98523491452
2339,-179429.8825622247
2340,-179665.26139882064
2341,-179566.51089383446
2342,-178643.5781897672
2343,-179147.71252817853
2344,-179290.342008257
2345,-179391.43178363118
2346,-179665.26139882064
2347,-179571.30046761117
2348,-179190.95327707203
2349,-179086.5316551641
2350,-179296.99022251376
2351,-179388.0077221599
2352,-179665.26139882064
2353,-179566.33173087655
2354,-179317.3202951183
2355,-178554.42259786386
2356,-179281.36226179378
2357,-179420.4720858668
2358,-179665.26139882064
2359,-179564.5353958126
2360,-179298.3199558241
2361,-178542.57370249496
2362,-179308.80410608085
2363,-179431.10697835154
2364,-179665.26139882064
2365,-179570.65648927537
2366,-179301.01880958656
2367,-178858.59628581163
2368,-179304.2502675976
2369,-179412.4497949414
2370,-179665.26139882064
2371,-179569.65281668244
2372,-179325.59115809068
2373,-178908.9795140309
2374,-179315.63000244234
2375,-179411.43944624026
2376,-179665.26139882064
2377,-179566.31964398717
2378,-179327.3421065709
2379,-179116.9530645108
2380,-179340.9329907721
2381,-179408.85489507738
2382,-179665.26139882064
2383,-179562.77710717468
2384,-179368.18132430283
2385,-179174.03901462606
2386,-179365.13825756407
2387,-179403.55572645116
2388,-179665.26139882064
2389,-179573.8275173204
2390,-179331.99780025566
2391,-179133.71453611512
2392,-179296.76408522675
2393,-179410.78798533505
2394,-179665.26139882064
2395,-179578.78083616606
2396,-179293.4614571453
2397,-179245.4234474164
2398,-179316.23465223482
2399,-179410.62493522343
2400,-179665.26139882064
2401,-179576.6456336813
2402,-179240.16327583374
2403,-179097.12478837903
2404,-179284.74477240915
2405,-179418.21819305597
2406,-179665.26139882064
2407,-179577.28173849275
2408,-179090.0172152254
2409,-179254.09122808062
2410,-179143.80849889826
2411,-179387.58280526483
2412,-179665.26139882064
2413,-179572.80111042582
2414,-179082.6448110352
2415,-179222.39793598224
2416,-179073.6976626671
2417,-179411.25907426787
2418,-179665.26139882064
2419,-179572.10350511887
2420,-179324.2445467509
2421,-179271.05402193114
2422,-179308.94941529492
2423,-179418.83360599406
2424,-179665.26139882064
2425,-179563.8938279745
2426,-179274.00771160048
2427,-179347.7049592519
2428,-179378.26664493207
2429,-179283.39077906022
2430,-179665.26139882064
2431,-179554.69484825034
2432,-179242.9401799963
2433,-179290.364487099
2434,-179390.4360833246
2435,-179322.361009812
2436,-179665.26139882064
2437,-179550.43673046734
2438,-179264.29958422607
2439,-179232.866682169
2440,-179405.574476888
2441,-179417.52346538115
2442,-179665.26139882064
2443,-179578.10665120848
2444,-179254.29866607135
2445,-179288.60735279822
2446,-179361.50044272598
2447,-179426.08555003998
2448,-179665.26139882064
2449,-179591.0350825066
2450,-179311.23209258023
2451,-179276.47435127644
2452,-179415.99027370242
2453,-179409.35496016077
2454,-179665.26139882064
2455,-179599.49600904924
2456,-179340.22740298844
2457,-179290.73551052058
2458,-179424.65293753022
2459,-179402.19362218032
2460,-179665.26139882064
2461,-179603.8876255604
2462,-179292.2750438606
2463,-179305.4940532339
2464,-179434.41922142648
2465,-179389.44023452952
2466,-179665.26139882064
2467,-179600.96151624527
2468,-179300.63933919335
2469,-179348.34655914822
2470,-179415.3801365563
2471,-179408.0303603137
2472,-179665.26139882064
2473,-179600.35055477679
2474,-179206.29476656736
2475,-179335.9740200588
2476,-179292.9085416586
2477,-179334.0123034984
2478,-179665.26139882064
2479,-179606.6680031253
2480,-179199.28810468403
2481,-179324.09946739144
2482,-179021.2425584313
2483,-179304.2126818104
2484,-179665.26139882064
2485,-179610.0200043293
2486,-178973.32856225647
2487,-179301.00327792217
2488,-179191.9716993555
2489,-179298.9128866329
2490,-179665.26139882064
2491,-179592.24495105597
2492,-179315.33804016863
2493,-179388.87935489265
2494,-179305.3987426258
2495,-179353.74699331485
2496,-179665.26139882064
2497,-179591.2441276984
2498,-179273.4927789376
2499,-179406.92919125635
2500,-179332.05605790665
2501,-179385.44332525204
2502,-179665.26139882064
2503,-179602.9898848508
2504,-179371.61720330498
2505,-179380.73928645288
2506,-179289.8393449996
2507,-179388.74111878403
2508,-179665.26139882064
2509,-179606.4302969907
2510,-179324.23400374246
2511,-179415.01690942975
2512,-179320.1739287167
2513,-179345.49456087904
2514,-179665.26139882064
2515,-179607.55706952882
2516,-179405.7602305004
2517,-179380.17624988625
2518,-179389.105853296
2519,-179285.95276481303
2520,-179665.26139882064
2521,-179608.06678646494
2522,-179401.85331391473
2523,-179416.07526565442
2524,-179375.01622293645
2525,-179107.48461795776
2526,-179665.26139882064
2527,-179608.37465787973
2528,-179274.65272671828
2529,-179421.48443281814
2530,-179299.0409575437
2531,-179159.75408372754
2532,-179665.26139882064
2533,-179610.99812892807
2534,-179211.74222781407
2535,-179416.14659518615
2536,-179242.8735125428
2537,-179225.29279736598
2538,-179665.26139882064
2539,-179613.49881860727
2540,-179319.7623965185
2541,-179371.9235386959
2542,-179217.5575852785
2543,-179274.77012145313
2544,-179665.26139882064
2545,-179611.06132231635
2546,-179206.57518654744
2547,-179364.51042073205
2548,-179166.19943146504
2549,-179369.7519964824
2550,-179665.26139882064
2551,-179607.67521538056
2552,-179206.49414264897
2553,-179369.77725871088
2554,-179150.89591512637
2555,-179371.89502651186
2556,-179665.26139882064
2557,-179604.30971624557
2558,-179253.5420601617
2559,-179382.36171189323
2560,-179216.91477377206
2561,-179371.05000576476
2562,-179665.26139882064
2563,-179597.1098736043
2564,-179238.03100278377
2565,-179391.9506419812
2566,-179265.4698054119
2567,-179399.86654856894
2568,-179665.26139882064
2569,-179604.8546046073
2570,-179302.1381795687
2571,-179408.06306655557
2572,-179260.85271445825
2573,-179415.9743444613
2574,-179665.26139882064
2575,-179604.4634734441
2576,-179306.32516348752
2577,-179402.951281703
2578,-179269.99943544733
2579,-179411.45284047033
2580,-179665.26139882064
2581,-179601.6249552919
2582,-179249.20861279668
2583,-179370.79197806926
2584,-179216.43867674333
2585,-179433.2618234407
2586,-179665.26139882064
2587,-179596.5411698697
2588,-179261.0856025762
2589,-179223.46640918142
2590,-179191.56639081045
2591,-179262.51356596383
2592,-179665.26139882064
2593,-179587.323516805
2594,-179237.88700588178
2595,-179255.60716831006
2596,-179333.128443093
2597,-179432.72630385245
2598,-179665.26139882064
2599,-179580.07947166843
2600,-179283.86718233878
2601,-179205.1339249903
2602,-179391.36354877183
2603,-179437.18383061682
2604,-179665.26139882064
2605,-179569.16467147658
2606,-179288.37384065957
2607,-179219.3520757828
2608,-179390.93397176056
2609,-179422.7355443309
2610,-179665.26139882064
2611,-179561.9159009878
2612,-179215.1177270472
2613,-179199.66137869388
2614,-179372.92159036302
2615,-179387.8220386123
2616,-179665.26139882064
2617,-179561.0744403665
2618,-179193.70743445953
2619,-179218.33690142448
2620,-179373.99472234322
2621,-179318.83475983085
2622,-179665.26139882064
2623,-179559.03435551893
2624,-179075.5086017365
2625,-179287.43436001864
2626,-179388.6893228102
2627,-179133.25872835497
2628,-179665.26139882064
2629,-179556.75043406873
2630,-179022.20570229396
2631,-179320.40183265487
2632,-179349.4101913189
2633,-179296.46717379589
2634,-179665.26139882064
2635,-179538.63871726237
2636,-178411.50757584593
2637,-179317.3693464028
2638,-179342.89660448598
2639,-179213.9361017589
2640,-179665.26139882064
2641,-179503.6159775378
2642,-178377.76121311059
2643,-179288.9577033431
2644,-179200.30116113357
2645,-179215.05546154268
2646,-179665.26139882064
2647,-179401.2015879651
2648,-178332.82437812386
2649,-179295.91777998518
2650,-179188.95556078048
2651,-179206.83254425498
2652,-179665.26139882064
2653,-179244.27381503378
2654,-179116.45052407525
2655,-179342.16318871474
2656,-179280.43257156078
2657,-179256.74948921008
2658,-179665.26139882064
2659,-179393.19784112324
2660,-179205.1195695425
2661,-179385.7881593686
2662,-179348.42494810815
2663,-179297.24612928324
2664,-179665.26139882064
2665,-179513.44403709497
2666,-179271.25165950367
2667,-179393.72961211775
2668,-179376.36857423373
2669,-179363.08493193844
2670,-179665.26139882064
2671,-179545.56478522136
2672,-179336.01290107775
2673,-179360.20951913344
2674,-179384.682881765
2675,-179381.73868477152
2676,-179665.26139882064
2677,-179569.69392634617
2678,-179346.4600713686
2679,-179353.1367776015
2680,-179385.5741550597
2681,-179382.28936659815
2682,-179665.26139882064
2683,-179564.36168665026
2684,-179338.6335757982
2685,-179392.61857995501
2686,-179299.7218491583
2687,-179370.7753032356
2688,-179665.26139882064
2689,-179574.78339787677
2690,-179377.35108927527
2691,-179368.74770168
2692,-179257.53434634637
2693,-179348.23083580955
2694,-179665.26139882064
2695,-179567.43967219035
2696,-179305.35150357828
2697,-179347.75149319903
2698,-179308.88764372285
2699,-179361.715215432
2700,-179665.26139882064
2701,-179542.50676946723
2702,-179183.25733566945
2703,-179326.05034270414
2704,-179379.92114206357
2705,-179324.3744614752
2706,-179665.26139882064
2707,-179526.62808645738
2708,-179202.36778816098
2709,-179317.82493388906
2710,-179376.36883616346
2711,-179355.82160645354
2712,-179665.26139882064
2713,-179524.00637933597
2714,-179187.21622382378
2715,-179328.87632085817
2716,-179374.14534997827
2717,-179373.07326537438
2718,-179665.26139882064
2719,-179500.73680188888
2720,-179155.95027644478
2721,-179348.52659082867
2722,-179369.22586226233
2723,-179281.47698793106
2724,-179665.26139882064
2725,-179457.6655790501
2726,-179116.6118962493
2727,-179344.55420512217
2728,-179356.57728163907
2729,-179253.86720664002
2730,-179665.26139882064
2731,-179398.08193143064
2732,-179028.75899835888
2733,-179331.84507281397
2734,-179337.1288360453
2735,-178990.67021458194
2736,-179665.26139882064
2737,-179444.54512255843
2738,-178780.06961659444
2739,-179353.08871244427
2740,-179338.05843029305
2741,-179177.2067640427
2742,-179665.26139882064
2743,-179401.93813465777
2744,-178821.1307228379
2745,-179322.52562686978
2746,-179321.2679354751
2747,-179313.7122237501
2748,-179665.26139882064
2749,-179400.24796282905
2750,-178928.73651097095
2751,-179313.40666988425
2752,-179327.5534191595
2753,-179363.37728728494
2754,-179665.26139882064
2755,-179370.0615245023
2756,-179159.46213372744
2757,-179302.22621526592
2758,-179361.65133331605
2759,-179347.31552979976
2760,-179665.26139882064
2761,-179359.23059227914
2762,-179173.77887068703
2763,-179295.3512664423
2764,-179354.99637106384
2765,-179370.22302829678
2766,-179665.26139882064
2767,-179382.1031029368
2768,-179303.94086940866
2769,-179318.0673462535
2770,-179372.79750561062
2771,-179367.60832960188
2772,-179665.26139882064
2773,-179399.19242479422
2774,-179198.1721405745
2775,-179346.55503065247
2776,-179374.72871690255
2777,-179352.79007324646
2778,-179665.26139882064
2779,-179409.23043084852
2780,-179155.06919220422
2781,-179328.87085566137
2782,-179358.48108735617
2783,-179354.43746090104
2784,-179665.26139882064
2785,-179285.56942776564
2786,-179060.98693402024
2787,-179311.06383510015
2788,-179376.84799276842
2789,-179317.84809581138
2790,-179665.26139882064
2791,-179282.11674004426
2792,-179105.256335944
2793,-179313.7437971557
2794,-179401.16501939463
2795,-179374.2664251937
2796,-179665.26139882064
2797,-179276.55168022728
2798,-179079.22956574985
2799,-179288.94183586902
2800,-179387.91262589715
2801,-179355.08978438593
2802,-179665.26139882064
2803,-179242.49876505396
2804,-179224.75971920553
2805,-179266.81930523252
2806,-179382.80718818
2807,-179301.95938404943
2808,-179665.26139882064
2809,-179225.52421639455
2810,-179265.66120545988
2811,-179285.05018124115
2812,-179375.67164649747
2813,-179371.33680294896
2814,-179665.26139882064
2815,-179160.66460544572
2816,-179297.91967284944
2817,-179300.44683282555
2818,-179363.945261392
2819,-179364.4237817339
2820,-179665.26139882064
2821,-179259.33923935294
2822,-179315.61540308112
2823,-179331.61868731354
2824,-179376.12634932794
2825,-179356.97293742182
2826,-179665.26139882064
2827,-179220.0853340837
2828,-179337.42326160063
2829,-179302.51776036705
2830,-179373.4607467682
2831,-179344.55569744678
2832,-179665.26139882064
2833,-179305.18637516012
2834,-179306.58500926726
2835,-179329.0338443634
2836,-179362.80172069126
2837,-179291.29362715682
2838,-179665.26139882064
2839,-179188.42712637386
2840,-179336.38087415742
2841,-179314.1578963393
2842,-179346.55145837573
2843,-179211.92712414873
2844,-179665.26139882064
2845,-179166.1267177045
2846,-179328.40491756343
2847,-179347.60400582931
2848,-179338.6677225
2849,-179233.55059698754
2850,-179665.26139882064
2851,-179110.16946096387
2852,-179378.87946539625
2853,-179359.26910744037
2854,-179305.28528334657
2855,-179271.78716074766
2856,-179665.26139882064
2857,-179107.137170268
2858,-179326.21114403472
2859,-179367.21271955242
2860,-179312.67305745892
2861,-179334.3047894248
2862,-179665.26139882064
2863,-179152.1706688125
2864,-179258.89654130946
2865,-179362.7049889427
2866,-179319.7711081816
2867,-179352.86564054084
2868,-179665.26139882064
2869,-179113.83135287004
2870,-179316.539571676
2871,-179370.0092230998
2872,-179340.41162253273
2873,-179304.5424179243
2874,-179665.26139882064
2875,-178850.17186753926
2876,-179343.41943425362
2877,-179401.83533572708
2878,-179352.34850240455
2879,-179306.05114076982
2880,-179665.26139882064
2881,-178769.22835596942
2882,-179309.0919252309
2883,-179399.1996885968
2884,-179361.7454825347
2885,-179366.34061645408
2886,-179665.26139882064
2887,-178621.05040156143
2888,-179266.15492398728
2889,-179386.99987551247
2890,-179358.75255347008
2891,-179374.56685710498
2892,-179665.26139882064
2893,-178340.53956389398
2894,-179068.60898550565
2895,-179398.43935874916
2896,-179373.5170265546
2897,-179402.4810658289
2898,-179665.26139882064
2899,-178774.5476012967
2900,-178479.9080437125
2901,-179404.51839080578
2902,-179348.57062991094
2903,-179359.15432096898
2904,-179665.26139882064
2905,-178930.57395029778
2906,-178014.6153095436
2907,-179408.9119895649
2908,-179313.43216941078
2909,-179330.36766479525
2910,-179665.26139882064
2911,-178848.73024294284
2912,-178264.74640617758
2913,-179432.83167858858
2914,-179264.03471160578
2915,-179326.7515000013
2916,-179665.26139882064
2917,-178685.2191087903
2918,-178889.62924576364
2919,-179433.778394108
2920,-179288.83876437182
2921,-179394.41975163596
2922,-179665.26139882064
2923,-178880.19357516168
2924,-179105.13864661087
2925,-179435.5797539457
2926,-179335.7796127865
2927,-179305.58217912287
2928,-179665.26139882064
2929,-178736.72045707886
2930,-179033.0104775819
2931,-179373.7299942066
2932,-179299.7626937754
2933,-179317.4202673556
2934,-179665.26139882064
2935,-178533.72474553305
2936,-178932.59682578177
2937,-179402.72290080777
2938,-179253.69123353707
2939,-179321.27039817194
2940,-179665.26139882064
2941,-178794.73396791684
2942,-178693.68994755752
2943,-179385.77316930346
2944,-179270.17870483382
2945,-179254.10336726793
2946,-179665.26139882064
2947,-178871.6935641836
2948,-178398.00811466313
2949,-179300.69875629988
2950,-179306.75759335604
2951,-179291.44065284185
2952,-179665.26139882064
2953,-178730.70978985267
2954,-178604.84499968105
2955,-179263.3065533575
2956,-179281.65093262366
2957,-179178.31493143336
2958,-179665.26139882064
2959,-178687.65037922567
2960,-178988.10818949755
2961,-179288.17355201754
2962,-179280.00071601302
2963,-179003.66061947154
2964,-179665.26139882064
2965,-178712.9055288787
2966,-179166.64805817127
2967,-179309.39573021157
2968,-179269.92738267386
2969,-179112.72535958732
2970,-179665.26139882064
2971,-178807.998615869
2972,-179232.52691954377
2973,-179342.77109067986
2974,-179256.39520402797
2975,-179146.40805412308
2976,-179665.26139882064
2977,-179014.69111080168
2978,-179300.19307419885
2979,-179307.55286987766
2980,-179236.95299292039
2981,-179282.37826308966
2982,-179665.26139882064
2983,-179064.07270973726
2984,-179362.51693631723
2985,-179298.5705016871
2986,-179223.35127046207
2987,-179373.76831649116
2988,-179665.26139882064
2989,-179061.6057626525
2990,-179357.6846071961
2991,-179334.12257840383
2992,-179193.03984860342
2993,-179382.16776856422
2994,-179665.26139882064
2995,-179142.13244219864
2996,-179373.1595665272
2997,-179329.64903085795
2998,-179206.23304364638
2999,-179394.98140748963
3000,-179665.26139882064
3001,-179175.9794293212
3002,-179375.89899140876
3003,-179313.02277881835
3004,-179192.67807618
3005,-179352.23253085403
3006,-179665.26139882064
3007,-179109.06807769052
3008,-179357.61660405813
3009,-179304.85911221444
3010,-179184.1330806648
3011,-179325.77883496165
3012,-179665.26139882064
3013,-179112.1746489706
3014,-179375.97050751725
3015,-179351.61349615178
3016,-179174.5271163929
3017,-179348.2719617865
3018,-179665.26139882064
3019,-178988.75962940374
3020,-179275.20704638193
3021,-179248.34575929955
3022,-179236.1240518367
3023,-179373.22454283191
3024,-179665.26139882064
3025,-179022.30477276017
3026,-179224.92508262105
3027,-179169.98890561753
3028,-179232.21005946468
3029,-179381.96913610498
3030,-179665.26139882064
3031,-178984.5027253023
3032,-179038.41844832146
3033,-179100.63872541947
3034,-179286.40779563237
3035,-179390.7782098257
3036,-179665.26139882064
3037,-179018.40598079248
3038,-178605.15423569828
3039,-179077.22398533122
3040,-179283.52649141982
3041,-179385.61299284588
3042,-179665.26139882064
3043,-178923.03801327827
3044,-178228.23031422877
3045,-179022.13202776897
3046,-179307.9527162031
3047,-179357.7935153695
3048,-179665.26139882064
3049,-178432.44891817527
3050,-178492.20194514756
3051,-178761.4554393489
3052,-179299.62380046202
3053,-179361.4731038659
3054,-179665.26139882064
3055,-177936.57162287773
3056,-178760.16772795032
3057,-178699.51129820984
3058,-179142.43101808496
3059,-179352.29399388097
3060,-179665.26139882064
3061,-178297.36936475555
3062,-178682.68382774503
3063,-178640.84992482731
3064,-179020.9923444211
3065,-179340.96051604775
3066,-179665.26139882064
3067,-178597.93360086734
3068,-178482.90781881902
3069,-178678.2783744866
3070,-179120.73610858072
3071,-179334.7244313462
3072,-179665.26139882064
3073,-178581.21491954592
3074,-178686.5592966887
3075,-178666.21174041118
3076,-179289.70079131803
3077,-179327.50378385812
3078,-179665.26139882064
3079,-178662.83681425676
3080,-178786.31557222106
3081,-178826.5854843687
3082,-179324.46551795196
3083,-179253.94919654954
3084,-179665.26139882064
3085,-178723.31587659192
3086,-178636.72930816427
3087,-178935.55929974286
3088,-179345.30996535232
3089,-179351.63343078073
3090,-179665.26139882064
3091,-178790.8781976994
3092,-178822.99835740533
3093,-178951.83474065564
3094,-179385.7984123976
3095,-179368.62014775636
3096,-179665.26139882064
3097,-178969.62441928755
3098,-178982.20538851776
3099,-178892.51239599468
3100,-179412.07689873697
3101,-179379.79248594947
3102,-179665.26139882064
3103,-178952.0979089534
3104,-179160.66358334027
3105,-179022.91734970344
3106,-179428.58683236074
3107,-179340.54552979357
3108,-179665.26139882064
3109,-178912.51277663172
3110,-179092.9594208451
3111,-179105.19896736057
3112,-179442.70776005223
3113,-179298.66083919242
3114,-179665.26139882064
3115,-178869.70731018626
3116,-179189.69741922812
3117,-179135.97146372113
3118,-179438.05676404416
3119,-179344.13855989065
3120,-179665.26139882064
3121,-178941.12643912906
3122,-179231.29455507308
3123,-179242.22517918845
3124,-179447.1517660493
3125,-179359.80794887792
3126,-179665.26139882064
3127,-179056.65142978658
3128,-179206.29975943334
3129,-179149.78524274068
3130,-179438.09681934753
3131,-179405.89204894862
3132,-179665.26139882064
3133,-179020.9238143223
3134,-179234.95365958608
3135,-179226.41121944113
3136,-179423.08399377545
3137,-179344.26159839684
3138,-179665.26139882064
3139,-179203.9555534209
3140,-179278.90892552104
3141,-179255.00154699586
3142,-179419.63142590097
3143,-179210.48954995046
3144,-179665.26139882064
3145,-179247.51019047582
3146,-179335.67097021284
3147,-179323.72724315454
3148,-179408.96237890652
3149,-179251.17034450278
3150,-179665.26139882064
3151,-179199.21990831703
3152,-179255.01067980198
3153,-179370.60116166717
3154,-179385.78888359113
3155,-179232.45185851605
3156,-179665.26139882064
3157,-179143.43561789987
3158,-178933.54379093528
3159,-179379.6570187228
3160,-179405.3060944325
3161,-179244.5424186568
3162,-179665.26139882064
3163,-179146.82326935278
3164,-178846.3405954546
3165,-179382.79831850328
3166,-179434.74145596352
3167,-179266.2767379838
3168,-179665.26139882064
3169,-179119.87755526288
3170,-178936.89580109503
3171,-179266.22438224993
3172,-179431.64937002977
3173,-179329.51758003674
3174,-179665.26139882064
3175,-179185.26234552934
3176,-179133.78536485866
3177,-179031.80129647668
3178,-179428.11557810789
3179,-179389.51524109844
3180,-179665.26139882064
3181,-179251.67974674486
3182,-179221.19798294964
3183,-179156.54686464407
3184,-179426.3437550979
3185,-179415.16617790243
3186,-179665.26139882064
3187,-179246.82050289266
3188,-179217.75245332267
3189,-179182.69997421614
3190,-179423.69140816678
3191,-179402.7751236206
3192,-179665.26139882064
3193,-179112.73153522157
3194,-179308.29728036752
3195,-179206.17563237454
3196,-179408.27982285188
3197,-179424.10975733327
3198,-179665.26139882064
3199,-178879.49344824775
3200,-179354.42540965346
3201,-179223.41334459314
3202,-179409.2263183575
3203,-179429.40743206267
3204,-179665.26139882064
3205,-178107.6942896783
3206,-179323.50599209208
3207,-179206.8230090607
3208,-179408.23452872603
3209,-179402.14308475345
3210,-179665.26139882064
3211,-178499.57026205186
3212,-179376.6615455257
3213,-179156.15430695174
3214,-179425.58753865428
3215,-179359.39884777673
3216,-179665.26139882064
3217,-178652.9411058832
3218,-179384.99179632418
3219,-179182.732450976
3220,-179410.54910858898
3221,-179350.31909429486
3222,-179665.26139882064
3223,-178594.8007084883
3224,-179368.4408872624
3225,-179315.5865774392
3226,-179428.23907462976
3227,-179379.94979732062
3228,-179665.26139882064
3229,-178051.19941720704
3230,-179385.04286476152
3231,-179354.6568088601
3232,-179426.0798189523
3233,-179406.24427547923
3234,-179665.26139882064
3235,-177884.48854132782
3236,-179423.80330540295
3237,-179363.62534740462
3238,-179443.13796090079
3239,-179357.45367430354
3240,-179665.26139882064
3241,-178056.17413699089
3242,-179412.80673505325
3243,-179328.98674610475
