source_file,pathway,image_or_frame,model,energy_eV,note
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),779,Scratch (per filename tag),-179358.86660145735,"self-NEB opt step 129, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),780,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 130, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),781,Scratch (per filename tag),-179673.3200763951,"self-NEB opt step 130, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),782,Scratch (per filename tag),-179660.65051358513,"self-NEB opt step 130, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),783,Scratch (per filename tag),-179646.23549843824,"self-NEB opt step 130, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),784,Scratch (per filename tag),-179364.904456318,"self-NEB opt step 130, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),785,Scratch (per filename tag),-179387.50475266346,"self-NEB opt step 130, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),786,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 131, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),787,Scratch (per filename tag),-179673.02175525168,"self-NEB opt step 131, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),788,Scratch (per filename tag),-179658.91523964514,"self-NEB opt step 131, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),789,Scratch (per filename tag),-179649.61595648917,"self-NEB opt step 131, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),790,Scratch (per filename tag),-179450.26662203541,"self-NEB opt step 131, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),791,Scratch (per filename tag),-179334.21875734162,"self-NEB opt step 131, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),792,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 132, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),793,Scratch (per filename tag),-179672.80487514645,"self-NEB opt step 132, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),794,Scratch (per filename tag),-179657.64429074564,"self-NEB opt step 132, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),795,Scratch (per filename tag),-179641.52769084874,"self-NEB opt step 132, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),796,Scratch (per filename tag),-179496.97511806362,"self-NEB opt step 132, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),797,Scratch (per filename tag),-179398.82143592514,"self-NEB opt step 132, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),798,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 133, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),799,Scratch (per filename tag),-179672.7307873098,"self-NEB opt step 133, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),800,Scratch (per filename tag),-179657.77925664067,"self-NEB opt step 133, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),801,Scratch (per filename tag),-179640.12722310663,"self-NEB opt step 133, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),802,Scratch (per filename tag),-179498.4062590729,"self-NEB opt step 133, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),803,Scratch (per filename tag),-179410.7704761539,"self-NEB opt step 133, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),804,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 134, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),805,Scratch (per filename tag),-179672.9706853008,"self-NEB opt step 134, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),806,Scratch (per filename tag),-179658.73306651588,"self-NEB opt step 134, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),807,Scratch (per filename tag),-179641.84507179775,"self-NEB opt step 134, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),808,Scratch (per filename tag),-179472.6465462947,"self-NEB opt step 134, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),809,Scratch (per filename tag),-179445.68825524132,"self-NEB opt step 134, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),810,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 135, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),811,Scratch (per filename tag),-179673.3120337313,"self-NEB opt step 135, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),812,Scratch (per filename tag),-179659.98365489166,"self-NEB opt step 135, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),813,Scratch (per filename tag),-179648.62540591523,"self-NEB opt step 135, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),814,Scratch (per filename tag),-179453.8573543409,"self-NEB opt step 135, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),815,Scratch (per filename tag),-179473.40832613516,"self-NEB opt step 135, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),816,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 136, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),817,Scratch (per filename tag),-179673.67585150563,"self-NEB opt step 136, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),818,Scratch (per filename tag),-179661.2144399702,"self-NEB opt step 136, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),819,Scratch (per filename tag),-179652.50975781988,"self-NEB opt step 136, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),820,Scratch (per filename tag),-179515.70288279862,"self-NEB opt step 136, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),821,Scratch (per filename tag),-179448.18643404002,"self-NEB opt step 136, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),822,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 137, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),823,Scratch (per filename tag),-179673.4711872058,"self-NEB opt step 137, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),824,Scratch (per filename tag),-179660.58116610465,"self-NEB opt step 137, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),825,Scratch (per filename tag),-179652.17827784788,"self-NEB opt step 137, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),826,Scratch (per filename tag),-179508.20539206715,"self-NEB opt step 137, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),827,Scratch (per filename tag),-179469.60716409923,"self-NEB opt step 137, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),828,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 138, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),829,Scratch (per filename tag),-179673.3256888087,"self-NEB opt step 138, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),830,Scratch (per filename tag),-179659.76155359717,"self-NEB opt step 138, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),831,Scratch (per filename tag),-179646.56045409795,"self-NEB opt step 138, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),832,Scratch (per filename tag),-179495.7145947324,"self-NEB opt step 138, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),833,Scratch (per filename tag),-179400.88825191674,"self-NEB opt step 138, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),834,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 139, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),835,Scratch (per filename tag),-179673.08469366885,"self-NEB opt step 139, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),836,Scratch (per filename tag),-179658.43204745481,"self-NEB opt step 139, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),837,Scratch (per filename tag),-179639.18956166322,"self-NEB opt step 139, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),838,Scratch (per filename tag),-179457.5789371657,"self-NEB opt step 139, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),839,Scratch (per filename tag),-179155.38426515294,"self-NEB opt step 139, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),840,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 140, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),841,Scratch (per filename tag),-179672.8198188406,"self-NEB opt step 140, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),842,Scratch (per filename tag),-179657.91483381792,"self-NEB opt step 140, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),843,Scratch (per filename tag),-179637.56406926375,"self-NEB opt step 140, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),844,Scratch (per filename tag),-179407.29615477406,"self-NEB opt step 140, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),845,Scratch (per filename tag),-179266.97587721306,"self-NEB opt step 140, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),846,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 141, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),847,Scratch (per filename tag),-179672.6993611052,"self-NEB opt step 141, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),848,Scratch (per filename tag),-179657.47197698732,"self-NEB opt step 141, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),849,Scratch (per filename tag),-179638.48948401184,"self-NEB opt step 141, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),850,Scratch (per filename tag),-179444.07926530874,"self-NEB opt step 141, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),851,Scratch (per filename tag),-179322.62675730966,"self-NEB opt step 141, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),852,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 142, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),853,Scratch (per filename tag),-179672.7384483689,"self-NEB opt step 142, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),854,Scratch (per filename tag),-179656.97898442592,"self-NEB opt step 142, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),855,Scratch (per filename tag),-179629.0102142474,"self-NEB opt step 142, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),856,Scratch (per filename tag),-179455.53408940617,"self-NEB opt step 142, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),857,Scratch (per filename tag),-179173.96352002313,"self-NEB opt step 142, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),858,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 143, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),859,Scratch (per filename tag),-179672.77519014323,"self-NEB opt step 143, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),860,Scratch (per filename tag),-179656.7428287756,"self-NEB opt step 143, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),861,Scratch (per filename tag),-179634.51832975433,"self-NEB opt step 143, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),862,Scratch (per filename tag),-179498.3335815696,"self-NEB opt step 143, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),863,Scratch (per filename tag),-178710.7599912752,"self-NEB opt step 143, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),864,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 144, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),865,Scratch (per filename tag),-179672.75584418993,"self-NEB opt step 144, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),866,Scratch (per filename tag),-179656.43957371317,"self-NEB opt step 144, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),867,Scratch (per filename tag),-179631.79170013347,"self-NEB opt step 144, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),868,Scratch (per filename tag),-179502.1460020056,"self-NEB opt step 144, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),869,Scratch (per filename tag),-178823.43371260713,"self-NEB opt step 144, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),870,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 145, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),871,Scratch (per filename tag),-179672.71936879764,"self-NEB opt step 145, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),872,Scratch (per filename tag),-179656.5537551017,"self-NEB opt step 145, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),873,Scratch (per filename tag),-179627.7218091279,"self-NEB opt step 145, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),874,Scratch (per filename tag),-179460.1298837425,"self-NEB opt step 145, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),875,Scratch (per filename tag),-179047.58085307485,"self-NEB opt step 145, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),876,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 146, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),877,Scratch (per filename tag),-179672.66642442698,"self-NEB opt step 146, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),878,Scratch (per filename tag),-179656.4568790341,"self-NEB opt step 146, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),879,Scratch (per filename tag),-179618.58336101094,"self-NEB opt step 146, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),880,Scratch (per filename tag),-179422.28031634705,"self-NEB opt step 146, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),881,Scratch (per filename tag),-179027.7094757562,"self-NEB opt step 146, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),882,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 147, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),883,Scratch (per filename tag),-179672.53922556888,"self-NEB opt step 147, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),884,Scratch (per filename tag),-179655.94349937976,"self-NEB opt step 147, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),885,Scratch (per filename tag),-179613.47735091957,"self-NEB opt step 147, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),886,Scratch (per filename tag),-179437.33296392875,"self-NEB opt step 147, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),887,Scratch (per filename tag),-179120.02323697848,"self-NEB opt step 147, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),888,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 148, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),889,Scratch (per filename tag),-179672.401558143,"self-NEB opt step 148, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),890,Scratch (per filename tag),-179656.16608341344,"self-NEB opt step 148, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),891,Scratch (per filename tag),-179618.1955813872,"self-NEB opt step 148, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),892,Scratch (per filename tag),-179432.77551163116,"self-NEB opt step 148, image 4; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),893,Scratch (per filename tag),-178864.7762340515,"self-NEB opt step 148, image 5; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),894,Scratch (per filename tag),-179665.26139882064,"self-NEB opt step 149, image 0; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),895,Scratch (per filename tag),-179672.45755937172,"self-NEB opt step 149, image 1; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),896,Scratch (per filename tag),-179657.1267821026,"self-NEB opt step 149, image 2; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),897,Scratch (per filename tag),-179622.9674204964,"self-NEB opt step 149, image 3; DIVERGED run"
"neb_optm.xyz (== visualization/neb_optm_1-scratch.xyz, md5-identical)",1 (82-atom Te48Sb32Cr2 cell; exact path number unverified),898,Scratch (per filename tag),-179468.78899114198,"self-NEB opt step 149, image 4; DIVERGED run"
