evaluation_pathway,evaluation_frame_index,path_iteration,image_index,reference_split,soap_reference_frame_index,soap_reference_cr_index,soap_cosine_distance,rmsd_reference_frame_index,rmsd_reference_cr_index,cr_local_species_rmsd_A,exact_global_fingerprint_match,exact_reference_frame_indices,exact_local_fingerprint_match,exact_local_reference_centers
1-7,233,47,4,train,980,80,0.005668453462110645,,,,False,[],False,[]
1-7,234,47,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,235,48,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,236,48,2,train,156,80,0.0014589379261157331,,,,False,[],False,[]
1-7,237,48,3,train,546,80,0.004030573662281767,,,,False,[],False,[]
1-7,238,48,4,train,980,80,0.005677269837655485,,,,False,[],False,[]
1-7,239,48,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,240,49,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,241,49,2,train,156,80,0.0014560611751661678,,,,False,[],False,[]
1-7,242,49,3,train,546,80,0.0040209577271272945,,,,False,[],False,[]
1-7,243,49,4,train,980,80,0.005683836254861019,,,,False,[],False,[]
1-7,244,49,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,245,50,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,246,50,2,train,156,80,0.0014536817338423047,,,,False,[],False,[]
1-7,247,50,3,train,546,80,0.004014296749995094,,,,False,[],False,[]
1-7,248,50,4,train,980,80,0.005688058908547955,,,,False,[],False,[]
1-7,249,50,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,250,51,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,251,51,2,train,156,80,0.0014417573755911572,,,,False,[],False,[]
1-7,252,51,3,train,546,80,0.003983041704209156,,,,False,[],False,[]
1-7,253,51,4,train,980,80,0.005707647820678119,,,,False,[],False,[]
1-7,254,51,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,255,52,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,256,52,2,train,156,80,0.001402757442785063,,,,False,[],False,[]
1-7,257,52,3,train,546,80,0.0038832625883498118,,,,False,[],False,[]
1-7,258,52,4,train,980,80,0.005773039599465957,,,,False,[],False,[]
1-7,259,52,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,260,53,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,261,53,2,train,156,80,0.0013493092556836617,,,,False,[],False,[]
1-7,262,53,3,train,546,80,0.003746462522253191,,,,False,[],False,[]
1-7,263,53,4,train,980,80,0.005870236519432637,,,,False,[],False,[]
1-7,264,53,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,265,54,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,266,54,2,train,156,80,0.001267713222696587,,,,False,[],False,[]
1-7,267,54,3,train,546,80,0.0035398399952334403,,,,False,[],False,[]
1-7,268,54,4,train,980,80,0.006034840857695789,,,,False,[],False,[]
1-7,269,54,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,270,55,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,271,55,2,train,156,80,0.001250583003956307,,,,False,[],False,[]
1-7,272,55,3,train,546,80,0.003498130564980162,,,,False,[],False,[]
1-7,273,55,4,train,980,80,0.006070968213054195,,,,False,[],False,[]
1-7,274,55,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,275,56,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,276,56,2,train,156,80,0.00124472432428413,,,,False,[],False,[]
1-7,277,56,3,train,546,80,0.003485037897189902,,,,False,[],False,[]
1-7,278,56,4,train,980,80,0.0060819605309350155,,,,False,[],False,[]
1-7,279,56,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,280,57,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,281,57,2,train,156,80,0.0012398166092658647,,,,False,[],False,[]
1-7,282,57,3,train,546,80,0.0034750788851498626,,,,False,[],False,[]
1-7,283,57,4,train,980,80,0.006089797944791475,,,,False,[],False,[]
1-7,284,57,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,285,58,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,286,58,2,train,156,80,0.0012359471662755084,,,,False,[],False,[]
1-7,287,58,3,train,546,80,0.0034680617641098532,,,,False,[],False,[]
1-7,288,58,4,train,980,80,0.006094769891711538,,,,False,[],False,[]
1-7,289,58,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,290,59,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,291,59,2,train,156,80,0.0012180755218667016,,,,False,[],False,[]
1-7,292,59,3,train,546,80,0.0034354298303111985,,,,False,[],False,[]
1-7,293,59,4,train,980,80,0.006117809167354826,,,,False,[],False,[]
1-7,294,59,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,295,60,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,296,60,2,train,156,80,0.0011539549965038365,,,,False,[],False,[]
1-7,297,60,3,train,546,80,0.0033197687749431104,,,,False,[],False,[]
1-7,298,60,4,train,980,80,0.006205283629403757,,,,False,[],False,[]
1-7,299,60,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,300,61,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,301,61,2,train,156,80,0.001072908667438477,,,,False,[],False,[]
1-7,302,61,3,train,546,80,0.003179770641348112,,,,False,[],False,[]
1-7,303,61,4,train,980,80,0.006327305727531929,,,,False,[],False,[]
1-7,304,61,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,305,62,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,306,62,2,train,156,80,0.0009828149149924137,,,,False,[],False,[]
1-7,307,62,3,train,546,80,0.0030345775519732276,,,,False,[],False,[]
1-7,308,62,4,train,980,80,0.00648222261787923,,,,False,[],False,[]
1-7,309,62,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,310,63,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,311,63,2,train,156,80,0.0009666595494659536,,,,False,[],False,[]
1-7,312,63,3,train,546,80,0.003009709994572285,,,,False,[],False,[]
1-7,313,63,4,train,980,80,0.006511982082491818,,,,False,[],False,[]
1-7,314,63,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,315,64,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,316,64,2,train,156,80,0.0009621618328310433,,,,False,[],False,[]
1-7,317,64,3,train,546,80,0.003002797051775863,,,,False,[],False,[]
1-7,318,64,4,train,980,80,0.006519320741227741,,,,False,[],False,[]
1-7,319,64,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,320,65,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,321,65,2,train,156,80,0.0009584449695416719,,,,False,[],False,[]
1-7,322,65,3,train,546,80,0.0029970530906233694,,,,False,[],False,[]
1-7,323,65,4,train,980,80,0.006524346336127085,,,,False,[],False,[]
1-7,324,65,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,325,66,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,326,66,2,train,156,80,0.0009548429401978753,,,,False,[],False,[]
1-7,327,66,3,train,546,80,0.002991465309834185,,,,False,[],False,[]
1-7,328,66,4,train,980,80,0.00652818917609832,,,,False,[],False,[]
1-7,329,66,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,330,67,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,331,67,2,train,156,80,0.0009367706563446765,,,,False,[],False,[]
1-7,332,67,3,train,546,80,0.002962932001723373,,,,False,[],False,[]
1-7,333,67,4,train,980,80,0.006547869778239623,,,,False,[],False,[]
1-7,334,67,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,335,68,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,336,68,2,train,156,80,0.000840315001230274,1025,80,1.2299999011145615,False,[],False,[]
1-7,337,68,3,train,546,80,0.0028451562481448534,,,,False,[],False,[]
1-7,338,68,4,train,980,80,0.006661916660386513,,,,False,[],False,[]
1-7,339,68,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,340,69,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,341,69,2,train,156,80,0.0007382804835782686,1025,80,1.2187158657598363,False,[],False,[]
1-7,342,69,3,train,1514,80,0.0028081549161538266,,,,False,[],False,[]
1-7,343,69,4,train,980,80,0.006808216320190463,,,,False,[],False,[]
1-7,344,69,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,345,70,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,346,70,2,train,156,80,0.0006715240596565364,1025,80,1.2107234221432663,False,[],False,[]
1-7,347,70,3,train,1514,80,0.002859801671886486,,,,False,[],False,[]
1-7,348,70,4,train,980,80,0.006925604983045952,,,,False,[],False,[]
1-7,349,70,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,350,71,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,351,71,2,train,156,80,0.0006637048680896429,1025,80,1.2097386977521507,False,[],False,[]
1-7,352,71,3,train,1514,80,0.0028719348248884558,,,,False,[],False,[]
1-7,353,71,4,train,980,80,0.006940358814141567,,,,False,[],False,[]
1-7,354,71,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,355,72,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,356,72,2,train,156,80,0.0006624540139956725,1025,80,1.2095710687848984,False,[],False,[]
1-7,357,72,3,train,1514,80,0.0028738999256714415,,,,False,[],False,[]
1-7,358,72,4,train,980,80,0.006942204575997257,,,,False,[],False,[]
1-7,359,72,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,360,73,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,361,73,2,train,156,80,0.0006613238762223084,1025,80,1.209409576508129,False,[],False,[]
1-7,362,73,3,train,1514,80,0.0028755472733630327,,,,False,[],False,[]
1-7,363,73,4,train,980,80,0.006943168995906968,,,,False,[],False,[]
1-7,364,73,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,365,74,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,366,74,2,train,156,80,0.0006593347396296467,1025,80,1.2091045055023328,False,[],False,[]
1-7,367,74,3,train,1514,80,0.002878456184444711,,,,False,[],False,[]
1-7,368,74,4,train,980,80,0.0069442568096413915,,,,False,[],False,[]
1-7,369,74,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,370,75,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,371,75,2,train,156,80,0.0006171735213210683,1025,80,1.201883049214955,False,[],False,[]
1-7,372,75,3,train,1620,80,0.002960499651270765,,,,False,[],False,[]
1-7,373,75,4,train,980,80,0.006974596338221839,,,,False,[],False,[]
1-7,374,75,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,375,76,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,376,76,2,train,156,80,0.0005907852223900889,1025,80,1.1952302768224845,False,[],False,[]
1-7,377,76,3,train,1620,80,0.0030836012204935592,,,,False,[],False,[]
1-7,378,76,4,train,980,80,0.0070186964287127784,,,,False,[],False,[]
1-7,379,76,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,380,77,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,381,77,2,train,156,80,0.0005895166726661571,1025,80,1.1945722741542124,False,[],False,[]
1-7,382,77,3,train,1620,80,0.003098585165572043,,,,False,[],False,[]
1-7,383,77,4,train,980,80,0.007024793904993332,,,,False,[],False,[]
1-7,384,77,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,385,78,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,386,78,2,train,156,80,0.0005893995336762048,1025,80,1.194442661257567,False,[],False,[]
1-7,387,78,3,train,1620,80,0.0030995930888251255,,,,False,[],False,[]
1-7,388,78,4,train,980,80,0.0070262126143549875,,,,False,[],False,[]
1-7,389,78,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,390,79,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,391,79,2,train,156,80,0.0005894813731014414,1025,80,1.19443129092788,False,[],False,[]
1-7,392,79,3,train,1620,80,0.0030975651028231077,,,,False,[],False,[]
1-7,393,79,4,train,980,80,0.007026500098437638,,,,False,[],False,[]
1-7,394,79,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,395,80,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,396,80,2,train,156,80,0.0005913738921435874,1625,80,1.1999833704571858,False,[],False,[]
1-7,397,80,3,train,1620,80,0.0030615187471640937,,,,False,[],False,[]
1-7,398,80,4,train,980,80,0.007030874715726831,,,,False,[],False,[]
1-7,399,80,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,400,81,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,401,81,2,train,1097,81,0.0005505956153591951,839,80,1.2031578604899467,False,[],False,[]
1-7,402,81,3,train,1514,80,0.002563030531963051,,,,False,[],False,[]
1-7,403,81,4,train,980,80,0.00711111834648237,,,,False,[],False,[]
1-7,404,81,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,405,82,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,406,82,2,train,1097,81,0.0006071609542205314,1625,80,1.1982555735337024,False,[],False,[]
1-7,407,82,3,train,1514,80,0.0027011988180618562,,,,False,[],False,[]
1-7,408,82,4,train,980,80,0.007084090275391475,,,,False,[],False,[]
1-7,409,82,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,410,83,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,411,83,2,train,156,80,0.000614212543158521,1625,80,1.1985569489492913,False,[],False,[]
1-7,412,83,3,train,1620,80,0.0027985667945258363,,,,False,[],False,[]
1-7,413,83,4,train,980,80,0.00706814720827964,,,,False,[],False,[]
1-7,414,83,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,415,84,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,416,84,2,train,156,80,0.0006144560294421009,1625,80,1.1984979275846792,False,[],False,[]
1-7,417,84,3,train,1620,80,0.0027961141434975634,,,,False,[],False,[]
1-7,418,84,4,train,980,80,0.007068699435202275,,,,False,[],False,[]
1-7,419,84,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,420,85,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,421,85,2,train,156,80,0.0006143142885461916,1625,80,1.1984371434453667,False,[],False,[]
1-7,422,85,3,train,1620,80,0.002796399737393318,,,,False,[],False,[]
1-7,423,85,4,train,980,80,0.007068816680926515,,,,False,[],False,[]
1-7,424,85,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,425,86,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,426,86,2,train,156,80,0.0006141968789666885,1625,80,1.1983751784211605,False,[],False,[]
1-7,427,86,3,train,1620,80,0.002796659951502578,,,,False,[],False,[]
1-7,428,86,4,train,980,80,0.007068979809186304,,,,False,[],False,[]
1-7,429,86,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,430,87,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,431,87,2,train,156,80,0.0006139663646631544,1625,80,1.1982542278273383,False,[],False,[]
1-7,432,87,3,train,1620,80,0.0027972372320428374,,,,False,[],False,[]
1-7,433,87,4,train,980,80,0.007069285896388222,,,,False,[],False,[]
1-7,434,87,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,435,88,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,436,88,2,train,839,80,0.0006127823406139044,1625,80,1.1978945783867228,False,[],False,[]
1-7,437,88,3,train,1620,80,0.0027989616760040192,,,,False,[],False,[]
1-7,438,88,4,train,980,80,0.007070215639312094,,,,False,[],False,[]
1-7,439,88,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,440,89,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,441,89,2,train,1097,81,0.0006064682291045953,1625,80,1.1967680427522012,False,[],False,[]
1-7,442,89,3,train,1620,80,0.002804464254598016,,,,False,[],False,[]
1-7,443,89,4,train,980,80,0.00707322620080908,,,,False,[],False,[]
1-7,444,89,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,445,90,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,446,90,2,train,1097,81,0.0005633529922361991,1625,80,1.1946322012544441,False,[],False,[]
1-7,447,90,3,train,1620,80,0.0028154252958203507,,,,False,[],False,[]
1-7,448,90,4,train,980,80,0.0070793932297191775,,,,False,[],False,[]
1-7,449,90,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,450,91,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,451,91,2,train,1097,81,0.0002881718463041416,,,,False,[],False,[]
1-7,452,91,3,train,1620,80,0.0029158974251701775,,,,False,[],False,[]
1-7,453,91,4,train,980,80,0.007144716119202421,,,,False,[],False,[]
1-7,454,91,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,455,92,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,456,92,2,train,1097,81,0.0002917800822277439,,,,False,[],False,[]
1-7,457,92,3,train,1620,80,0.0029118588744969642,,,,False,[],False,[]
1-7,458,92,4,train,980,80,0.007143150756594552,,,,False,[],False,[]
1-7,459,92,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,460,93,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,461,93,2,train,1097,81,0.00029262759306247776,,,,False,[],False,[]
1-7,462,93,3,train,1620,80,0.002908938500951308,,,,False,[],False,[]
1-7,463,93,4,train,980,80,0.00714263827366135,,,,False,[],False,[]
1-7,464,93,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,465,94,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,466,94,2,train,1097,81,0.0002940942660398793,,,,False,[],False,[]
1-7,467,94,3,train,1620,80,0.0029002599617509173,,,,False,[],False,[]
1-7,468,94,4,train,980,80,0.007141430370575019,,,,False,[],False,[]
1-7,469,94,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,470,95,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,471,95,2,train,1097,81,0.00030356740955328476,,,,False,[],False,[]
1-7,472,95,3,train,1620,80,0.0028457349954849054,,,,False,[],False,[]
1-7,473,95,4,train,980,80,0.007134213036439241,,,,False,[],False,[]
1-7,474,95,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,475,96,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,476,96,2,train,1097,81,0.00034120717032992687,,,,False,[],False,[]
1-7,477,96,3,train,1514,80,0.0026757853230798823,,,,False,[],False,[]
1-7,478,96,4,train,980,80,0.007110934625994547,,,,False,[],False,[]
1-7,479,96,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,480,97,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,481,97,2,train,1097,81,0.00034877719693704456,,,,False,[],False,[]
1-7,482,97,3,train,1514,80,0.002647451791281785,,,,False,[],False,[]
1-7,483,97,4,train,980,80,0.007107305594093116,,,,False,[],False,[]
1-7,484,97,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,485,98,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,486,98,2,train,1097,81,0.0003546056806700282,,,,False,[],False,[]
1-7,487,98,3,train,1514,80,0.0026263774593946465,,,,False,[],False,[]
1-7,488,98,4,train,980,80,0.007104942742081288,,,,False,[],False,[]
1-7,489,98,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,490,99,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,491,99,2,train,1097,81,0.00035517548294083934,,,,False,[],False,[]
1-7,492,99,3,train,1514,80,0.0026238526339104062,,,,False,[],False,[]
1-7,493,99,4,train,980,80,0.007105014661025644,,,,False,[],False,[]
1-7,494,99,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,495,100,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,496,100,2,train,1097,81,0.00035527225694331754,,,,False,[],False,[]
1-7,497,100,3,train,1514,80,0.0026227736652126854,,,,False,[],False,[]
1-7,498,100,4,train,980,80,0.007105434979966296,,,,False,[],False,[]
1-7,499,100,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,500,101,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,501,101,2,train,1097,81,0.00035936492834920397,,,,False,[],False,[]
1-7,502,101,3,train,1514,80,0.002580103072991946,,,,False,[],False,[]
1-7,503,101,4,train,980,80,0.007125591596155001,,,,False,[],False,[]
1-7,504,101,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,505,102,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,506,102,2,train,1097,81,0.0004501357777078052,,,,False,[],False,[]
1-7,507,102,3,train,1514,80,0.0022932368291154193,,,,False,[],False,[]
1-7,508,102,4,train,980,80,0.007323687725944827,,,,False,[],False,[]
1-7,509,102,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,510,103,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,511,103,2,train,1097,81,0.000665764707225458,,,,False,[],False,[]
1-7,512,103,3,train,1514,80,0.002047089030035254,,,,False,[],False,[]
1-7,513,103,4,train,980,80,0.007627759510811183,,,,False,[],False,[]
1-7,514,103,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,515,104,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,516,104,2,train,983,81,0.0008707974524395645,,,,False,[],False,[]
1-7,517,104,3,train,1514,80,0.0019206808826062183,,,,False,[],False,[]
1-7,518,104,4,train,980,80,0.007873144542634325,,,,False,[],False,[]
1-7,519,104,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,520,105,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,521,105,2,train,983,81,0.0008694585044388692,,,,False,[],False,[]
1-7,522,105,3,train,1514,80,0.0019221974535201802,,,,False,[],False,[]
1-7,523,105,4,train,980,80,0.007868101876091105,,,,False,[],False,[]
1-7,524,105,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,525,106,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,526,106,2,train,983,81,0.0008694342447589376,,,,False,[],False,[]
1-7,527,106,3,train,1514,80,0.0019239461239726197,,,,False,[],False,[]
1-7,528,106,4,train,980,80,0.007861160719907279,,,,False,[],False,[]
1-7,529,106,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,530,107,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,531,107,2,train,983,81,0.0008712455961388255,,,,False,[],False,[]
1-7,532,107,3,train,1514,80,0.001985607338739759,,,,False,[],False,[]
1-7,533,107,4,train,980,80,0.007669410257320153,,,,False,[],False,[]
1-7,534,107,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,535,108,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,536,108,2,train,983,81,0.0008739588411361687,,,,False,[],False,[]
1-7,537,108,3,train,1514,80,0.002048553506991735,,,,False,[],False,[]
1-7,538,108,4,train,980,80,0.007561147860479123,,,,False,[],False,[]
1-7,539,108,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,540,109,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,541,109,2,train,983,81,0.0008749063244359867,,,,False,[],False,[]
1-7,542,109,3,train,1514,80,0.002065309771348778,,,,False,[],False,[]
1-7,543,109,4,train,980,80,0.007542919957580718,,,,False,[],False,[]
1-7,544,109,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,545,110,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,546,110,2,train,983,81,0.0008750475145696823,,,,False,[],False,[]
1-7,547,110,3,train,1514,80,0.0020653138569544094,,,,False,[],False,[]
1-7,548,110,4,train,980,80,0.007543036526508007,,,,False,[],False,[]
1-7,549,110,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,550,111,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,551,111,2,train,983,81,0.0008757384580680982,,,,False,[],False,[]
1-7,552,111,3,train,1514,80,0.002063883629048968,,,,False,[],False,[]
1-7,553,111,4,train,980,80,0.007545139412580504,,,,False,[],False,[]
1-7,554,111,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,555,112,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,556,112,2,train,983,81,0.0009366494407058168,,,,False,[],False,[]
1-7,557,112,3,train,546,80,0.001945643568675104,,,,False,[],False,[]
1-7,558,112,4,train,980,80,0.007980488853228107,,,,False,[],False,[]
1-7,559,112,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-7,560,113,1,train,662,80,0.0003529844242131652,,,,False,[],False,[]
1-7,561,113,2,train,983,81,0.0009181833255805794,,,,False,[],False,[]
1-7,562,113,3,train,1514,80,0.0019808438424598895,,,,False,[],False,[]
1-7,563,113,4,train,980,80,0.007797459193202183,,,,False,[],False,[]
1-7,564,113,5,train,980,80,0.007597765986701366,,,,False,[],False,[]
1-6,0,1,1,valid,80,80,0.00038841676783463175,71,81,0.6290848018076751,False,[],False,[]
1-6,1,1,2,valid,85,80,0.0010308389077611224,109,80,0.641001145384962,False,[],False,[]
1-6,2,1,3,valid,144,80,0.004903451121473279,,,,False,[],False,[]
1-6,3,1,4,valid,34,81,0.005905200644315101,,,,False,[],False,[]
1-6,4,1,5,valid,161,80,0.007990736021444622,,,,False,[],False,[]
1-6,5,2,1,valid,80,80,0.00038841676783463175,71,81,0.6290848018076751,False,[],False,[]
1-6,6,2,2,valid,127,80,0.0013494921294592288,150,80,2.6232020141854147,False,[],False,[]
1-6,7,2,3,valid,144,80,0.005346514639501865,,,,False,[],False,[]
1-6,8,2,4,valid,34,81,0.005845029284273995,,,,False,[],False,[]
1-6,9,2,5,valid,161,80,0.007990736021444622,,,,False,[],False,[]
1-6,10,3,1,valid,80,80,0.00038841676783463175,71,81,0.6290848018076751,False,[],False,[]
1-6,11,3,2,valid,127,80,0.00166809106252086,150,80,2.61599737845531,False,[],False,[]
1-6,12,3,3,valid,144,80,0.005536288813243639,,,,False,[],False,[]
1-6,13,3,4,valid,161,80,0.0057972279064302246,,,,False,[],False,[]
1-6,14,3,5,valid,161,80,0.007990736021444622,,,,False,[],False,[]
1-6,15,4,1,valid,80,80,0.00038841676783463175,71,81,0.6290848018076751,False,[],False,[]
1-6,16,4,2,valid,127,80,0.0016492633075543273,150,80,2.6162653604937267,False,[],False,[]
1-6,17,4,3,valid,144,80,0.005535277820701401,,,,False,[],False,[]
1-6,18,4,4,valid,161,80,0.005799223534862286,,,,False,[],False,[]
1-6,19,4,5,valid,161,80,0.007990736021444622,,,,False,[],False,[]
1-6,20,5,1,valid,80,80,0.00038841676783463175,71,81,0.6290848018076751,False,[],False,[]
1-6,21,5,2,valid,127,80,0.0016549161234842291,150,80,2.616170441207554,False,[],False,[]
1-6,22,5,3,valid,144,80,0.005543666697977123,,,,False,[],False,[]
1-6,23,5,4,valid,161,80,0.005798362519582656,,,,False,[],False,[]
1-6,24,5,5,valid,161,80,0.007990736021444622,,,,False,[],False,[]
